분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
3302A40,동진강3,2025-02-05,1회차,"126°49'2.7""","35°43'2.9""",11:10,,1.5,15,2.4,6.4,5.8,4.632,0.067,4.5,126.8174167,35.71747222
3009A05,두계천,2025-02-05,1회차,"127°15'13.7""","36°16'51.9""",10:30,,2.9,12.9,0.8,3.5,1.4,1.917,0.007,1,127.2538056,36.28108333
3301A54,마산천,2025-02-05,1회차,"126°59'59.6""","35°52'55.9""",11:02,,1.9,13.4,2.7,8.9,19.3,5.876,0.164,3.8,126.9998889,35.88219444
2022A10,물금,2025-02-05,1회차,"128°58'19.8""","35°18'55""",10:30,,3.8,14.3,1.7,4.7,2.8,2.633,0.033,3.5,128.9721667,35.31527778
3013A40,방축천,2025-02-05,1회차,"127°3'12.67""","36°10'22.65""",12:25,,3.2,13.8,2.7,8,5,9.756,0.413,2.6,127.0535194,36.17295833
2006A20,병성천,2025-02-05,1회차,"128°14'4.64""","36°26'3.39""",13:50,,1,13.9,0.9,3.7,4.4,3.094,0.039,2.8,128.2346222,36.434275
4007A10,보성강3,2025-02-05,1회차,"127°8'51.72""","34°49'52.32""",14:00,,3,14.4,1.8,3.5,3.6,1.165,0.019,1.4,127.1477,34.8312
2002A34,보현천,2025-02-05,1회차,"128°56'57.84""","36°12'25.56""",0:00,,1.8,11.8,0.3,3.9,2.3,1.072,0.009,2.7,128.9494,36.2071
2020A37,북면,2025-02-05,1회차,"128°38'35.2""","35°22'26.1""",10:10,,3.5,13.7,1.3,4.7,3.6,2.856,0.019,3.5,128.6431111,35.37391667
1011A10,북천,2025-02-05,1회차,"128°14'1""","38°8'8.2""",12:11,,-0.1,14.7,0.3,2,0.2,2.087,0.004,1,128.2336111,38.13561111
2007A30,상주2,2025-02-05,1회차,"128°18'19.08""","36°24'14.4""",13:00,,2.5,14.6,0.7,4,1.2,2.042,0.017,2.8,128.3053,36.404
2009A10,상주3,2025-02-05,1회차,"128°17'40.8""","36°21'16.7""",11:30,,2.8,15.5,1,4.1,2.8,2.194,0.018,3,128.2946667,36.35463889
3012A75,석성천2,2025-02-05,1회차,"127°1'52.89""","36°14'6.46""",13:10,,2.2,13.5,3.2,6.1,29,7.223,0.177,2.5,127.0313583,36.23512778
3301A10,소양천1,2025-02-05,1회차,"127°13'26.42""","35°51'11.74""",11:48,,2.1,13.3,0.3,2.3,0.5,4.042,0.003,1.1,127.2240056,35.85326111
3301A15,소양천2,2025-02-05,1회차,"127°9'25.45""","35°52'30.33""",11:31,,2.2,13,0.5,2.8,2.6,3.862,정량한계미만,1.3,127.1570694,35.87509167
1001A05,송천1,2025-02-05,1회차,"128°40'35.4""","37°39'31""",10:44,,,,,,,,,,128.6765,37.65861111
4105A10,수어천1,2025-02-05,1회차,"127°41'35""","35°2'60""",12:00,,8.6,10.3,0.8,2.1,0.6,1.234,0.006,0.3,127.6930556,35.05
2302A20,수영강3,2025-02-05,1회차,"129°7'55.7""","35°9'42.05""",14:45,,10.5,9.6,1.2,6.1,3.6,4.954,0.152,2.8,129.1321389,35.16168056
3013A60,수철천,2025-02-05,1회차,"127°5'37.8""","36°6'3.72""",12:00,,4.3,15.2,0.9,4.1,0.8,7.203,0.258,1.2,127.0938333,36.10103333
2018A36,신등천,2025-02-05,1회차,"128°1'44.43""","35°25'9.54""",14:00,,4,14.2,0.7,3.6,1.6,1.363,0.05,2.1,128.0290083,35.41931667
1302A10,쌍촌,2025-02-05,1회차,"128°49'52.4""","37°42'54.8""",11:10,,0.3,14.8,1.1,2.4,0.9,1.548,0.022,1.2,128.8312222,37.71522222
2003A45,안동5,2025-02-05,1회차,"128°25'39.08""","36°31'16.83""",11:50,,1,14,0.7,4.2,4,1.572,0.016,3,128.4275222,36.52134167
1101A25,안성천3,2025-02-05,1회차,"127°4'48.1""","36°59'.9""",11:40,,0.6,12.5,2.5,7,5.5,6.273,0.158,4.4,127.0800278,36.98358333
2022A15,양산천1,2025-02-05,1회차,"129°3'2.11""","35°23'16.92""",11:42,,4.3,14.4,1.4,2.3,2.3,2.193,0.009,2,129.0505861,35.38803333
2022A20,양산천2,2025-02-05,1회차,"129°1'44.23""","35°20'38.83""",12:00,,4,13.7,1.5,3.5,2.2,1.999,0.022,3.3,129.0289528,35.34411944
2018A38,양천1,2025-02-05,1회차,"128°6'9.64""","35°22'25.43""",16:00,,5.7,13.3,3.9,6.5,4.8,1.098,0.037,5.7,128.1026778,35.37373056
2005A30,영강3,2025-02-05,1회차,"128°15'24.6""","36°32'12.3""",11:50,,1.8,13.2,1,3.5,0.8,3.651,0.021,2.4,128.2568333,36.53675
1001A85,영월1,2025-02-05,1회차,"128°28'30""","37°10'56.4""",15:13,,,,,,,,,,128.475,37.18233333
2004A47,옥계천,2025-02-05,1회차,"128°34'11.92""","36°44'12.99""",12:00,,1.1,13.2,0.5,4.2,23.6,4.655,0.052,2.3,128.5699778,36.73694167
5302A20,와탄천,2025-02-05,1회차,"126°28'28.9""","35°19'36""",11:05,,0.9,14,2.6,11.4,13.6,8.72,0.59,6.5,126.4746944,35.32666667
1025A36,왕숙천2,2025-02-05,1회차,"127°9'55.08""","37°42'9""",10:00,,0.9,20.2,1.2,3.4,3.3,3.394,0.021,2.1,127.1653,37.7025
1025A39,왕숙천3,2025-02-05,1회차,"127°9'48.86""","37°39'33.57""",10:17,,1.6,17.2,1.2,3.4,2.2,3.806,0.023,2.1,127.1635722,37.659325
1025A48,왕숙천5,2025-02-05,1회차,"127°8'56.69""","37°36'14.4""",10:42,,2.4,20.3,2.3,7.4,3.3,6.575,0.078,4.2,127.1490806,37.604
3301A57,용암천,2025-02-05,1회차,"126°56'20.5""","35°52'34""",10:32,,1.8,13.8,6.4,13.4,44.5,16.944,0.311,8.4,126.9390278,35.87611111
2008A40,위천5,2025-02-05,1회차,"128°19'44.5""","36°24'19.8""",14:00,,3.3,15.7,1.5,4.7,4.8,2.268,0.019,3.3,128.3290278,36.4055
4104A10,이사천1,2025-02-05,1회차,"127°22'54.12""","35°0'18""",13:30,,2.6,14.7,1.2,2.2,1.7,1.522,0.014,0.7,127.3817,35.005
2005A15,이안천,2025-02-05,1회차,"128°12'45.7""","36°32'11.7""",10:45,,1.7,12.9,1.2,2.3,0.8,2.513,0.021,1.6,128.2126944,36.53658333
4007A40,주암댐,2025-02-05,1회차,"127°14'26.74""","35°3'23.78""",11:36,104.64,6.1,11.3,0.7,2.8,1.3,0.77,0.01,2.2,127.2407611,35.05660556
2020A39,청도천1,2025-02-05,1회차,"128°39'.7""","35°26'32.8""",13:30,,3,13.8,1.3,2.8,4,2.266,0.039,2.3,128.6501944,35.44244444
2020A40,청도천2,2025-02-05,1회차,"128°38'47.1""","35°24'38.8""",11:00,,3.8,14.6,1.5,3.7,4.8,2.24,0.034,2.5,128.6464167,35.41077778
1010A40,춘천2,2025-02-05,1회차,"127°42'23.04""","37°56'46.68""",11:27,,2,13.9,0.3,2,0.4,1.24,0.008,1.3,127.7064,37.9463
1010A50,춘천3,2025-02-05,1회차,"127°43'2.5""","37°55'19.4""",11:38,,1.8,14.5,0.3,2.1,0.4,1.25,0.011,1.3,127.7173611,37.92205556
2004A05,토일천,2025-02-05,1회차,"128°43'50.9""","36°47'15.24""",14:00,,3.7,13.1,0.6,2.6,1.2,4.838,0.045,1.8,128.7308056,36.78756667
2012A55,팔거천1,2025-02-05,1회차,"128°33'11.33""","35°57'35.1""",12:30,,1.5,15.7,0.8,4,0.8,1.777,0.02,2.8,128.5531472,35.95975
1302A30,포남,2025-02-05,1회차,"128°54'46""","37°45'53.3""",12:25,,1.4,14.2,1.8,3.5,1.5,2.567,0.105,2.4,128.9127778,37.76480556
2003A35,풍산천,2025-02-05,1회차,"128°34'25.37""","36°34'18.32""",13:10,,0.8,15.1,0.6,3.1,0.8,1.996,0.016,1.7,128.5737139,36.57175556
4009A50,하동,2025-02-05,1회차,"127°44'21.9""","35°3'48.2""",12:19,,2.9,13.7,0.3,4,6.4,1.975,0.024,1.9,127.7394167,35.06338889
2004A60,한천,2025-02-05,1회차,"128°25'10.94""","36°36'37.33""",12:40,,4.2,13.4,1.5,3,4.6,3.048,0.02,1.8,128.4197056,36.61036944
2101A60,형산강5,2025-02-05,1회차,"129°20'39.84""","36°0'7.92""",12:40,,5.5,11.1,2.1,3.6,19.2,2.721,0.044,2.1,129.3444,36.0022
1014A10,화양강,2025-02-05,1회차,"127°59'34.8""","37°48'19.08""",10:15,,1.5,12.5,0.3,2.6,1.4,3.067,0.005,1.1,127.993,37.8053
1025A63,고덕천,2025-02-06,1회차,"127°9'30.04""","37°34'13.19""",13:36,,1.2,16.4,0.8,3.4,1.8,4.062,0.047,1.7,127.1583444,37.57033056
3301A05,고산,2025-02-06,1회차,"127°13'1.5""","35°58'27.7""",10:50,,2.5,13.5,0.7,2.9,1.6,1.851,0.007,1.1,127.2170833,35.97436111
2501A20,곤양천,2025-02-06,1회차,"127°58'7.86""","35°3'28.51""",10:27,,4.2,13.7,0.5,4.5,1.2,2.605,0.043,0.9,127.96885,35.05791944
2001A38,골포천,2025-02-06,1회차,"129°5'44.88""","36°58'40.54""",13:00,,,,,,,,,,129.0958,36.97792778
2012A25,금호강2,2025-02-06,1회차,"128°51'25.02""","35°55'27.88""",10:20,,0.2,15,1.4,6.3,4,2.958,0.025,4.8,128.85695,35.92441111
2019A05,남강1,2025-02-06,1회차,"128°2'15.35""","35°9'39.58""",11:50,,2.1,12.8,0.8,3.9,1.6,1.303,0.017,2.3,128.0375972,35.16099444
2019A35,남강4,2025-02-06,1회차,"128°16'20.04""","35°15'22.18""",13:30,,1.3,13.6,1.3,4,2,2.606,0.029,2.8,128.2722333,35.25616111
2021A35,단장천3,2025-02-06,1회차,"128°58'2.06""","35°27'31.38""",10:30,,0.1,15.4,0.3,1.6,0.4,1.206,0.006,0.5,128.9672389,35.45871667
3201A10,당진천1,2025-02-06,1회차,"126°37'28""","36°53'48.7""",10:45,,2.5,12.4,1.7,2.2,3.6,3.629,0.032,1.3,126.6244444,36.89686111
2013A03,대가천1,2025-02-06,1회차,"128°3'33.46""","35°54'21.29""",10:20,,1.9,13.3,0.4,2,0.4,1.942,0.012,0.8,128.0592944,35.90591389
2013A15,대가천3,2025-02-06,1회차,"128°15'53.56""","35°47'42.95""",11:40,,3.4,13.1,0.7,2.9,2,1.184,0.014,1.7,128.2648778,35.79526389
3202A60,도당천,2025-02-06,1회차,"126°31'8.76""","36°44'8.16""",13:20,,2.8,13.3,2,5.2,4,4.619,0.016,2,126.5191,36.7356
1018A84,도림천,2025-02-06,1회차,"126°54'43.92""","37°29'12.84""",14:56,,0.5,14.6,1,2.7,1.8,4.051,0.012,1.9,126.9122,37.4869
2021A12,동창천1,2025-02-06,1회차,"128°59'1.9""","35°45'37.1""",11:30,,3.9,15.2,0.4,1.3,0.4,1.661,0.009,0.5,128.9838611,35.76030556
2021A16,동창천2,2025-02-06,1회차,"128°48'52.53""","35°35'39.07""",13:30,,1.6,15.2,0.4,2.7,0.4,1.116,0.009,1.5,128.8145917,35.59418611
3202A30,둔당천,2025-02-06,1회차,"126°25'48.66""","36°45'39.39""",12:10,,2.9,12.8,3.3,5,5,9.759,0.067,1.8,126.4301833,36.76094167
1018A76,목감천1,2025-02-06,1회차,"126°51'59.1""","37°29'33.66""",14:22,,4,12.2,3.8,6.5,10.3,8.931,0.119,4.6,126.8664167,37.49268333
3003A10,무주남대천1,2025-02-06,1회차,"127°40'2.5""","36°0'23.8""",15:10,,2.4,16.2,0.5,1.8,0.9,2.61,0.007,0.8,127.6673611,36.00661111
3003A20,무주남대천2,2025-02-06,1회차,"127°37'27.9""","36°0'10.9""",14:50,,3.9,13.8,0.7,2.2,1,2.858,0.02,0.8,127.6244167,36.00302778
2021A25,밀양강1,2025-02-06,1회차,"128°45'52.51""","35°33'49.38""",15:00,,3.4,16.1,1.5,3.6,2,2.069,0.046,2.4,128.7645861,35.56371667
2002A10,반변천1,2025-02-06,1회차,"129°6'54.1""","36°39'4.1""",13:41,,3.3,13.3,1.1,1.9,1,2.125,0.007,0.8,129.1150278,36.65113889
2501A10,백련천,2025-02-06,1회차,"127°54'11.96""","35°1'20.91""",10:56,,2,19.6,0.6,3.7,0.4,1.768,0.02,3.9,127.9033222,35.022475
2501A30,사천천,2025-02-06,1회차,"128°4'45.84""","35°4'49.8""",13:50,,4.8,14.6,2.4,4.1,1.2,1.759,0.072,3.9,128.0794,35.0805
3301A45,삼례,2025-02-06,1회차,"127°4'3.2""","35°53'54.4""",9:54,,5.3,12.2,2.2,7.6,5.1,5.105,0.058,4,127.0675556,35.89844444
5201A10,석교천,2025-02-06,1회차,"126°12'50.9""","34°29'24.7""",10:57,,3.6,11.8,0.9,7.6,8.4,2.95,0.047,4.3,126.2141389,34.49019444
1018A04,성내천,2025-02-06,1회차,"127°5'54.96""","37°31'44.4""",11:56,,2.1,12.2,0.9,2.6,1.6,3.344,0.017,2,127.0986,37.529
1018A44,성북천,2025-02-06,1회차,"127°1'39.72""","37°34'14.52""",10:43,,5.4,12.3,0.5,1.5,3.6,3.534,0.011,1.1,127.0277,37.5707
2012A22,신령천,2025-02-06,1회차,"128°54'2.15""","35°58'50.73""",11:20,,3.4,14.1,1.6,5,2.8,8.596,0.027,3.7,128.9005972,35.98075833
2017A20,신반천,2025-02-06,1회차,"128°22'9.6""","35°30'53""",13:00,,3.8,14.3,1.2,4.4,2,2.818,0.043,3.5,128.3693333,35.51472222
1018A86,안양천10,2025-02-06,1회차,"126°52'51.39""","37°32'52.21""",13:57,,2.3,13.5,1.7,8.6,3.8,8.9,0.072,5.9,126.8809417,37.54783611
1018A20,양재천2,2025-02-06,1회차,"127°4'25.68""","37°29'51.36""",10:45,,0.2,13.8,1.1,4.7,3.4,8.758,0.044,3.2,127.0738,37.4976
2019A15,영천강1,2025-02-06,1회차,"128°11'4.4""","35°6'53.47""",10:40,,1.7,13.5,0.6,2.3,1.6,2.074,0.036,1.2,128.1845556,35.11485278
1001A35,오대천1,2025-02-06,1회차,"128°33'35.3""","37°38'9.2""",14:05,,2.9,13.2,0.7,3.1,6.5,7.074,0.007,1.1,128.5598056,37.63588889
5101A30,옴천천1,2025-02-06,1회차,"126°49'13""","34°45'3.8""",11:30,,3.2,13.2,1.2,3.7,1,0.752,0.007,1.2,126.8202778,34.75105556
3202A80,와룡천,2025-02-06,1회차,"126°32'59""","36°36'1.1""",14:00,,3.4,12.6,1.3,4.9,2.2,7.028,0.046,1.9,126.5497222,36.60030556
2002A33,용계천,2025-02-06,1회차,"128°58'22.88""","36°26'20.99""",12:50,,3.1,13.9,0.5,2.2,2.4,2.949,0.011,1.4,128.9730222,36.43916389
2002A25,용전천2,2025-02-06,1회차,"129°0'17.36""","36°29'25.59""",14:00,,2.7,14,0.4,2.4,0.4,1.729,0.008,1.6,129.0048222,36.49044167
3002A50,용포,2025-02-06,1회차,"127°37'.9""","35°59'26.4""",14:43,,2.8,13.3,0.5,3,0.8,1.231,0.004,1.6,127.6169167,35.99066667
1018A34,우이천,2025-02-06,1회차,"127°4'17.76""","37°36'27.36""",15:24,,0.8,14.1,2.4,9.6,1.1,11.527,0.012,7.1,127.0716,37.6076
2008A17,위천3,2025-02-06,1회차,"128°28'4.26""","36°18'37.74""",10:50,,3.2,13.2,1,4.5,1.2,2.652,0.014,3.8,128.46785,36.31048333
5101A20,유치천2,2025-02-06,1회차,"126°49'37.6""","34°47'49.9""",11:00,,2.3,13.6,0.7,2.4,0.6,0.771,0.008,0.7,126.8271111,34.79719444
3301A51,익산천1,2025-02-06,1회차,"127°2'6.9""","35°55'29.7""",10:18,,0.1,14.3,1.7,5.8,9.1,4.086,0.07,2.6,127.03525,35.92491667
3301A52,익산천2,2025-02-06,1회차,"127°1'57.9""","35°55'8.8""",10:15,,0.5,14.1,1.6,6.2,7.5,4.964,0.073,3.2,127.03275,35.91911111
3301A53,익산천3,2025-02-06,1회차,"127°1'47.6""","35°54'9.2""",10:06,,0.6,13.4,1.7,6.2,6.8,4.645,0.1,3.1,127.0298889,35.90255556
2020A35,임해진,2025-02-06,1회차,"128°36'6.82""","35°23'31.18""",14:00,,3.6,14.9,1.4,5.2,3.2,2.991,0.03,3.4,128.6018944,35.39199444
3202A20,장검천,2025-02-06,1회차,"126°23'23.64""","36°43'16.32""",11:50,,2.6,14.8,2.9,6.8,7,13.15,0.066,2.1,126.3899,36.7212
1018A42,정릉천,2025-02-06,1회차,"127°2'7.88""","37°34'20.65""",11:09,,1.1,21.4,1.2,6.3,23.9,6.478,0.018,2.4,127.0355222,37.57240278
1002A10,주천강1,2025-02-06,1회차,"128°9'17.6""","37°24'44.6""",10:45,,0,14.9,0.6,3,1.4,8.579,0.027,1.6,128.1548889,37.41238889
2020A48,주항천,2025-02-06,1회차,"128°42'21.52""","35°17'24.69""",10:40,,2,14.9,0.7,3.4,4,2.058,0.035,2,128.7059778,35.29019167
1018A32,중랑천4,2025-02-06,1회차,"127°3'3.24""","37°40'44.04""",14:45,,6.8,13,1.4,6,4,11.189,0.054,4.3,127.0509,37.6789
1018A36,중랑천5,2025-02-06,1회차,"127°4'37.56""","37°34'50.16""",14:04,,2.7,14.3,1,5.1,1.9,10.584,0.041,4,127.0771,37.5806
1018A48,중랑천6,2025-02-06,1회차,"127°2'37.68""","37°33'10.08""",14:08,,9.2,11.1,2.4,7.6,5.5,17.533,0.115,5,127.0438,37.5528
1018A38,청계천1,2025-02-06,1회차,"126°58'45.12""","37°34'8.76""",10:14,,2.1,13.1,1,1.7,1.2,2.727,0.006,1.4,126.9792,37.5691
1018A40,청계천2,2025-02-06,1회차,"127°1'49.08""","37°34'11.28""",10:47,,0.3,14,1,1.4,1.1,2.792,0.004,1.4,127.0303,37.5698
1018A46,청계천3,2025-02-06,1회차,"127°3'5.82""","37°33'16.13""",15:55,,1.1,15.1,1,1.7,0.9,2.848,0.008,1.5,127.0516167,37.55448056
2021A20,청도천,2025-02-06,1회차,"128°46'16.32""","35°34'34.32""",12:28,,1.3,17.2,2,4.4,1.8,3.605,0.025,6,128.7712,35.5762
3202A50,청지천,2025-02-06,1회차,"126°28'31.8""","36°46'4.08""",13:10,,6,13.1,3.1,6.3,8.2,7.246,0.038,2.9,126.4755,36.7678
2012A27,청통천,2025-02-06,1회차,"128°49'22.02""","35°58'.76""",13:30,,1.7,13.3,2.5,3.9,2.8,5.292,0.101,3.5,128.8227833,35.96687778
1018A22,탄천6,2025-02-06,1회차,"127°4'7""","37°30'36.7""",11:23,,8.2,10.9,3.5,7.6,4.7,10.262,0.1,5,127.0686111,37.51019444
5101A10,탐진강2,2025-02-06,1회차,"126°53'28.4""","34°49'1""",10:30,,2.3,13.5,0.6,2.6,0.4,0.803,0.007,0.8,126.8912222,34.81694444
3202A10,태안천,2025-02-06,1회차,"126°19'43.38""","36°44'22.91""",11:30,,2.3,11.7,7.1,6.5,7.2,9.318,0.302,2.5,126.3287167,36.73969722
2017A40,토평천2,2025-02-06,1회차,"128°22'36.3""","35°31'10.7""",15:00,,2.9,13.8,7.4,12.9,14,1.749,0.082,10.9,128.37675,35.51963889
1002A30,평창강1,2025-02-06,1회차,"128°23'28.7""","37°29'17.9""",11:20,,0,13.3,0.4,2.2,0.1,5.828,0.009,1,128.3913056,37.48830556
1002A40,평창강2,2025-02-06,1회차,"128°22'12""","37°19'21""",11:50,,0.4,14.7,0.5,2.4,0.2,5.14,0.004,1,128.37,37.3225
2017A10,합천,2025-02-06,1회차,"128°21'35.43""","35°31'41.08""",14:30,,3.4,14.6,1.2,4.7,2.8,2.948,0.027,3.5,128.3598417,35.52807778
1018A56,홍제천,2025-02-06,1회차,"126°53'54.7""","37°33'41.85""",13:35,,0.7,15.6,1.1,2.6,2.7,8.028,0.018,1.6,126.8985278,37.561625
2001A35,황지3,2025-02-06,1회차,"129°3'2.59""","37°4'2.23""",14:00,,,,,,,,,,129.0507194,37.06728611
2001A39,회룡천,2025-02-06,1회차,"129°4'53.73""","36°57'19.58""",12:00,,,,,,,,,,129.0815917,36.95543889
4009A60,횡천강1,2025-02-06,1회차,"127°47'2.4""","35°11'33.36""",11:45,,1,16.3,0.7,0.7,0.2,0.711,0.004,0.5,127.784,35.1926
4009A70,횡천강2,2025-02-06,1회차,"127°47'52.44""","35°4'59.52""",12:51,,3.2,14.7,0.4,1.3,0.6,1.346,0.012,1,127.7979,35.0832
4009A80,횡천강3,2025-02-06,1회차,"127°46'59.61""","35°3'34.89""",13:03,,3.5,13.9,0.7,1.9,0.7,1.558,0.011,1.3,127.783225,35.05969167
1007A65,흑천1,2025-02-06,1회차,"127°37'57.36""","37°30'24.12""",13:00,,-1.3,16.7,0.6,1.3,0.9,3.719,0.012,4.2,127.6326,37.5067
4006A10,고달,2025-02-07,1회차,"127°19'40.8""","35°17'37.1""",12:56,,2.3,12.5,0.3,4.1,1.6,2.791,0.028,2.2,127.328,35.29363889
2501A40,고성천,2025-02-07,1회차,"128°19'38.28""","34°59'13.92""",10:48,,2.5,17.1,1.8,4.1,1.8,2.69,0.023,4,128.3273,34.9872
4006A20,곡성,2025-02-07,1회차,"127°22'37.2""","35°11'40.8""",13:24,,1.8,13,0.6,4.4,2.4,2.727,0.043,2.2,127.377,35.19466667
2504A20,내동천,2025-02-07,1회차,"128°37'58.5""","35°14'15.6""",11:58,,3,13.3,3.2,5.1,3,3.314,0.049,6.3,128.6329167,35.23766667
4008A10,보성강6,2025-02-07,1회차,"127°20'42.7""","35°9'34.3""",13:38,,2.4,12.4,0.1,3.1,0.4,1.125,0.016,1.7,127.3451944,35.15952778
2504A27,산호천,2025-02-07,1회차,"128°35'7.9""","35°13'39.38""",11:41,,2.9,17.2,1.9,3.2,1.8,3.515,0.069,3.4,128.5855278,35.22760556
2005A10,영강1,2025-02-07,1회차,"128°12'53.4""","36°35'28""",13:39,,1.1,15.9,1.5,2.5,0.3,2.358,0.008,4.9,128.2148333,36.59111111
2005A20,영강2,2025-02-07,1회차,"128°14'57.16""","36°32'3.9""",13:19,,1.1,15.8,2,4.4,3.3,4.197,0.012,6.2,128.2492111,36.53441667
1101A50,오산천7,2025-02-07,1회차,"127°2'58.56""","37°6'17.64""",15:15,,4.7,14.7,4.3,7.6,6.6,7.253,0.143,4.8,127.0496,37.1049
3006A10,옥천,2025-02-07,1회차,"127°38'44.8""","36°16'59.6""",10:38,,0.6,14.4,0.9,3.7,1.6,2.108,0.008,1.8,127.6457778,36.28322222
2504A10,창원천,2025-02-07,1회차,"128°38'40.3""","35°13'57.7""",12:14,,3.1,12.4,2,3.5,2.8,2.736,0.058,4.9,128.6445278,35.23269444
3008A60,현도,2025-02-07,1회차,"127°27'9.78""","36°26'56.95""",9:31,,3.9,12.1,0.7,4,1.1,1.295,0.009,2.3,127.4527167,36.44915278
2020A20,광려천1,2025-02-10,1회차,"128°31'13.5""","35°15'48.7""",11:03,,3.8,15.4,2.1,1.4,0.6,2.072,0.009,1.6,128.5204167,35.26352778
2020A25,광려천3,2025-02-10,1회차,"128°30'23.4""","35°19'25.32""",10:41,,4.3,14.3,1.1,4.1,4.9,2.449,0.018,3.5,128.5065,35.3237
4105A20,광양서천,2025-02-10,1회차,"127°34'27.84""","34°58'50.52""",11:40,,5.4,14.9,1.2,3.4,3.1,1.969,0.023,1.4,127.5744,34.9807
2201A39,구영,2025-02-10,1회차,"129°14'54.24""","35°33'41.4""",11:00,,5.8,10.6,2.3,5.2,1.2,6.656,0.035,3.1,129.2484,35.5615
5101A50,금강천2,2025-02-10,1회차,"126°53'9.83""","34°39'44.14""",11:02,,4.9,13.9,1.7,3.9,3.9,2.01,0.044,2.1,126.8860639,34.66226111
2019A75,남강6,2025-02-10,1회차,"128°24'55.8""","35°21'42.6""",11:53,,2.1,15,1.7,4.2,2.9,2.814,0.022,3.5,128.4155,35.36183333
1013A95,남이섬,2025-02-10,1회차,"127°30'33.12""","37°44'21.84""",13:30,,,,,,,,,,127.5092,37.7394
2201A18,대암,2025-02-10,1회차,"129°10'59.52""","35°32'58.92""",12:57,,4.3,13.4,1.2,5.2,1.1,4.782,0.046,2.8,129.1832,35.5497
2201A03,덕현,2025-02-10,1회차,"129°2'2.48""","35°37'14.83""",11:52,,0.9,13.5,0.5,2.4,0.1,0.524,0.025,0.8,129.0340222,35.62078611
2018A20,람천1,2025-02-10,1회차,"127°36'28.9""","35°26'46.4""",14:20,,1.8,14.6,0.9,4.2,1.1,3.497,0.037,1.5,127.6080278,35.44622222
2018A25,람천2,2025-02-10,1회차,"127°38'15.8""","35°25'3.5""",14:31,,0.8,15.1,0.7,3,1.4,2.559,0.012,1,127.6377222,35.41763889
2201A36,망성,2025-02-10,1회차,"129°13'51.96""","35°35'7.8""",11:20,,3.6,14.6,0.9,2.1,0.7,4.021,0.017,1.4,129.2311,35.5855
3011A60,무심천2,2025-02-10,1회차,"127°29'1.82""","36°38'8.85""",15:39,,5.2,16.3,1.5,3.9,2.4,2.409,0.018,2.6,127.4838389,36.63579167
2201A15,반송,2025-02-10,1회차,"129°9'3.6""","35°32'53.16""",12:42,,3.8,14.6,0.9,2.7,2.5,2.031,0.024,1.2,129.151,35.5481
3007A10,보청천1,2025-02-10,1회차,"127°40'39.8""","36°32'32""",13:05,,3.1,13.5,0.4,1.2,1,1.835,정량한계미만,0.8,127.6777222,36.54222222
3007A20,보청천2,2025-02-10,1회차,"127°43'26.8""","36°28'54.8""",13:24,,2.5,12.8,0.6,1.4,0.7,2.259,0.006,0.8,127.7241111,36.48188889
3007A35,삼가천,2025-02-10,1회차,"127°48'42.2""","36°26'14""",14:32,,4.1,13.8,0.4,1.2,0.6,2.014,정량한계미만,1,127.8117222,36.43722222
3101A45,삼용천,2025-02-10,1회차,"127°9'11.04""","36°47'52.98""",13:30,,5,13.1,5.1,5.6,6.6,4.495,0.13,1.9,127.1530667,36.79805
2201A42,삼호,2025-02-10,1회차,"129°16'22.8""","35°33'15.12""",10:30,,3.7,12.6,1.2,3.9,1.2,4.788,0.025,2.3,129.273,35.5542
1101A20,성환천,2025-02-10,1회차,"127°7'26.04""","36°57'11.16""",11:50,,1,12,6.9,7.5,8.2,6.804,0.079,3.1,127.1239,36.9531
4105A40,수어천2,2025-02-10,1회차,"127°43'45.4""","34°57'46.3""",14:07,,6,11.9,0.5,4.2,36.8,1.165,0.069,1.9,127.7292778,34.96286111
4104A30,순천동천1,2025-02-10,1회차,"127°29'42.3""","34°59'31.7""",13:57,,3.2,13.4,0.2,2.4,0.4,2.571,0.018,1.1,127.4950833,34.99213889
4104A40,순천동천2,2025-02-10,1회차,"127°31'10.5""","34°54'56.4""",13:30,,3.1,14.5,2.2,5.3,8.4,1.635,0.037,2.4,127.5195833,34.91566667
4104A50,순천동천3,2025-02-10,1회차,"127°31'2.2""","34°54'4.9""",13:10,,4.9,12.4,1.1,6.2,63.2,4.558,0.141,2.9,127.5172778,34.90136111
2201A12,신화,2025-02-10,1회차,"129°7'50.52""","35°32'26.52""",12:32,,2.5,15.1,0.4,1.5,0.1,4.294,0.026,0.9,129.1307,35.5407
1018A60,안양천2,2025-02-10,1회차,"126°57'13.68""","37°21'57.96""",11:20,,4.1,8.8,5.9,8.6,2.5,11.032,0.042,4.7,126.9538,37.3661
1018A66,안양천4,2025-02-10,1회차,"126°56'45""","37°22'26.7""",11:00,,1,12.6,5.7,8.1,3.3,10.256,0.04,5.3,126.9458333,37.37408333
1018A70,안양천5,2025-02-10,1회차,"126°55'53.4""","37°23'51""",10:40,,-1.3,15.7,1.8,6.2,1.7,6.56,0.03,4.3,126.9315,37.3975
