분류번호,측정소명,년/월/일,회차,경도,위도,채수시각,수심(m),수온(℃),DO,BOD(㎎/L),COD(㎎/L),SS(㎎/L),TN(㎎/L),TP(㎎/L),TOC(㎎/L),경도_십진수,위도_십진수
1010A35,춘천1,2025-02-03,1회차,"127°40'5.2""","37°58'5.5""",:,,,,,,,,,,127.6681111,37.96819444
1003A75,충주,2025-02-03,1회차,"127°58'47.3""","37°0'44.3""",:,,,,,,,,,,127.9798056,37.01230556
1003A74,충주댐,2025-02-03,1회차,"127°59'47.39""","37°0'2.52""",11:13,,5.4,12.2,0.2,2.5,1.6,2.306,0.028,1.5,127.9964972,37.0007
1004A67,충주천,2025-02-03,1회차,"127°54'40.68""","36°58'41.88""",12:04,,4,14.7,1.3,2.6,2.3,4.193,0.012,2.2,127.9113,36.9783
2011A25,칠곡,2025-02-03,1회차,"128°23'52.1""","36°1'6.8""",10:10,,,,,,,,,,128.3978056,36.01855556
2101A70,칠성천,2025-02-03,1회차,"129°21'40.95""","35°58'25.33""",14:11,,6.4,14.6,2.2,5.5,7.2,4.726,0.022,6.6,129.361375,35.97370278
3011A10,칠장천,2025-02-03,1회차,"127°27'9.37""","36°58'16.91""",13:06,,8.1,13.5,2,4.6,4.6,6.252,0.071,3.1,127.4526028,36.97136389
1018A16,탄천5,2025-02-03,1회차,"127°7'21.36""","37°28'1.2""",:,,,,,,,,,,127.1226,37.467
5101A40,탐진강4,2025-02-03,1회차,"126°53'17.4""","34°39'16.9""",14:10,,6,12.8,1.9,5,5.9,1.569,0.047,3.7,126.8881667,34.65469444
5101A55,탐진강5,2025-02-03,1회차,"126°48'46.68""","34°38'8.21""",12:25,,4.9,12.8,1.6,4.3,5.6,1.886,0.072,3.6,126.8129667,34.63561389
2017A30,토평천1,2025-02-03,1회차,"128°28'51.7""","35°33'36.6""",10:48,,5,20,1.7,3.9,1.7,4.132,0.057,3.6,128.4810278,35.56016667
1025A03,팔당,2025-02-03,1회차,"127°14'11.35""","37°32'42.31""",:,,,,,,,,,,127.2364861,37.54508611
1017A10,팔당댐,2025-02-03,1회차,"127°17'.02""","37°31'17.02""",9:50,,2.4,13.9,1.1,2.9,2.7,2.286,0.01,1.7,127.2833389,37.52139444
1002A50,평창강4,2025-02-03,1회차,"128°24'9.7""","37°11'48.8""",11:28,,1.6,13.9,0.8,2.7,1.5,4.854,0.004,1.2,128.4026944,37.19688889
1002A55,평창강5,2025-02-03,1회차,"128°27'19.1""","37°10'17.4""",:,,,,,,,,,,128.4553056,37.1715
2011A53,하빈천,2025-02-03,1회차,"128°24'17.28""","35°51'38.16""",11:40,,5.2,13.4,3.8,7.2,6.4,1.314,0.092,5.1,128.4048,35.8606
2201A48,학성,2025-02-03,1회차,"129°20'24.9""","35°32'57.3""",12:45,,7.9,11.3,1,3.1,6,1.887,0.055,1,129.34025,35.54925
1022A10,한탄강1,2025-02-03,1회차,"127°16'18.84""","38°7'28.92""",:,,,,,,,,,,127.2719,38.1247
1022A80,한탄강5,2025-02-03,1회차,"127°0'45.34""","38°0'13.45""",:,,,,,,,,,,127.0125944,38.00373611
2020A32,함안,2025-02-03,1회차,"128°32'55.6""","35°22'50.2""",11:30,,,,,,,,,,128.5487778,35.38061111
1019A25,행주,2025-02-03,1회차,"126°48'39.91""","37°35'56.39""",:,,,,,,,,,,126.8110861,37.59899722
2014A30,현풍,2025-02-03,1회차,"128°26'1.32""","35°42'29.16""",9:40,,5.9,12.7,1.4,5.7,3.6,3.946,0.025,3.8,128.4337,35.7081
1025A27,홍릉천,2025-02-03,1회차,"127°10'50.52""","37°35'40.56""",11:40,,2.9,14.2,1.5,2.8,1.5,4.823,0.039,2.3,127.1807,37.5946
1014A70,홍천강3,2025-02-03,1회차,"127°35'19.46""","37°43'32.84""",:,,,,,,,,,,127.5887389,37.72578889
2014A10,화원나루,2025-02-03,1회차,"128°28'29.64""","35°48'42.84""",13:30,,6.2,12.5,1.8,5.5,3.2,3.93,0.028,3.9,128.4749,35.8119
1009A10,화천,2025-02-03,1회차,"127°45'26.55""","38°5'34.59""",:,,,,,,,,,,127.757375,38.09294167
2020A50,화포천,2025-02-03,1회차,"128°48'31.32""","35°20'32.28""",11:30,,5.7,11,4.1,6.8,29.2,3.489,0.154,5.5,128.8087,35.3423
2016A30,황강6,2025-02-03,1회차,"128°20'30.9""","35°34'20.3""",14:00,,8,11.9,0.9,3,11.6,1.439,0.096,1.8,128.3419167,35.57230556
1101A57,황구지천1,2025-02-03,1회차,"126°56'47.76""","37°19'25.32""",:,,,,,,,,,,126.9466,37.3237
1101A58,황구지천2,2025-02-03,1회차,"126°56'39.12""","37°18'2.16""",:,,,,,,,,,,126.9442,37.3006
1101A62,황구지천4,2025-02-03,1회차,"127°1'24.6""","37°12'21.96""",:,,,,,,,,,,127.0235,37.2061
1101A65,황구지천5,2025-02-03,1회차,"127°0'26.28""","37°11'11.76""",:,,,,,,,,,,127.0073,37.1866
1101A70,황구지천6,2025-02-03,1회차,"126°59'58.02""","37°7'14.83""",:,,,,,,,,,,126.99945,37.12078611
5002A40,황룡강5,2025-02-03,1회차,"126°47'1.68""","35°7'21.36""",13:20,,5,13.9,3.6,6.8,11.6,2.19,0.085,5.8,126.7838,35.1226
2301A40,회야강3,2025-02-03,1회차,"129°18'39.3""","35°24'38.8""",10:46,,6,13,1.7,8.2,3.6,4.76,0.06,4.9,129.3109167,35.41077778
1007A70,흑천3,2025-02-03,1회차,"127°31'40.08""","37°27'57.24""",:,,,,,,,,,,127.5278,37.4659
1019A05,가양,2025-02-04,1회차,"126°51'42.79""","37°34'12.96""",11:00,,1.4,12.1,1.7,4.2,2.5,5.15,0.029,2.8,126.8618861,37.57026667
1013A70,가평천1,2025-02-04,1회차,"127°29'37""","37°55'42.9""",11:50,,0.2,16.4,0.4,0.7,0.1,2.114,0.006,0.5,127.4936111,37.92858333
1013A80,가평천2,2025-02-04,1회차,"127°32'53.1""","37°52'59.2""",11:25,,1,17.3,0.6,1,0.3,2.318,0.04,0.7,127.5480833,37.88311111
2010A10,감천1,2025-02-04,1회차,"128°7'49.08""","36°7'8.76""",12:30,,6.1,12.3,0.5,2.4,0.8,5.26,0.027,1.1,128.1303,36.1191
2010A15,감천2,2025-02-04,1회차,"128°13'44.74""","36°11'19.05""",10:40,,1.8,12.1,1.3,3.9,4.8,4.696,0.035,2.8,128.2290944,36.188625
2010A20,감천3,2025-02-04,1회차,"128°18'32.04""","36°13'39""",13:00,,6,11.8,0.5,2.1,1.2,5.401,0.026,1.1,128.3089,36.2275
2010A30,감천4,2025-02-04,1회차,"128°20'9.6""","36°13'31.9""",11:50,,1,9.6,0.4,3.5,1.2,4.319,0.032,2.6,128.336,36.22552778
3009A80,갑천7,2025-02-04,1회차,"127°23'59.87""","36°27'13.72""",10:30,,6.7,10.7,2.9,7.5,5.6,7.844,0.104,6,127.3999639,36.45381111
1016A80,경안천11,2025-02-04,1회차,"127°17'41.2""","37°28'16.4""",11:20,,2.6,11.7,1.4,3.5,3,2.622,0.018,2.2,127.2947778,37.47122222
1016A20,경안천2,2025-02-04,1회차,"127°12'35.27""","37°14'7.37""",13:00,,1.8,12.7,1.8,3.1,2.4,3.709,0.109,1.8,127.2097972,37.23538056
1016A30,경안천3,2025-02-04,1회차,"127°13'27.6""","37°16'44.1""",12:40,,,,,,,,,,127.2243333,37.27891667
1016A40,경안천5,2025-02-04,1회차,"127°14'54.7""","37°20'15""",12:20,,3,11.6,1,4.6,1.8,4.132,0.046,2.8,127.2485278,37.3375
1016A50,경안천7,2025-02-04,1회차,"127°15'5.9""","37°23'33""",11:55,,1.5,12.4,1.3,4.7,2.3,4.429,0.039,2.8,127.2516389,37.3925
1016A70,경안천9,2025-02-04,1회차,"127°18'29.7""","37°25'43.6""",11:40,,1.3,11.7,1.2,4.6,1.7,4.859,0.041,2.9,127.30825,37.42877778
2018A35,경호강1,2025-02-04,1회차,"127°49'47.3""","35°29'23.4""",14:00,,1.2,15,0.6,3.4,1.6,2.203,0.019,2.2,127.8298056,35.48983333
1006A25,계천2,2025-02-04,1회차,"128°0'42.48""","37°31'59.52""",13:30,,2.2,13.5,1,3.5,2.3,2.277,0.005,1.9,128.0118,37.5332
2014A20,고령,2025-02-04,1회차,"128°23'14.42""","35°45'10.99""",15:30,,4,13.4,1.6,5.1,5.2,4.447,0.017,2.8,128.3873389,35.75305278
3302A45,고부천1,2025-02-04,1회차,"126°45'35.9""","35°39'32.5""",11:49,,2.1,13.4,3.2,12.8,33.7,5.386,0.122,7.2,126.7599722,35.65902778
3302A50,고부천2,2025-02-04,1회차,"126°47'15.9""","35°43'38.9""",11:30,,1.9,14.1,3.3,13.3,24.5,5.766,0.093,7.2,126.78775,35.72747222
3012A30,곰나루,2025-02-04,1회차,"127°6'39.64""","36°28'27.75""",12:10,,3.9,13.7,1.3,6.5,3.7,4.535,0.046,3.7,127.1110111,36.474375
3012A40,공주2,2025-02-04,1회차,"126°59'13.8""","36°20'31.3""",11:42,,4.3,13.9,1.4,5.7,2.8,4.413,0.037,3.4,126.9871667,36.34202778
5001A40,광주1,2025-02-04,1회차,"126°49'25.3""","35°9'39.6""",11:23,,2.4,12.1,1.6,7.1,10,2.621,0.119,3.4,126.8236944,35.161
5001A70,광주2,2025-02-04,1회차,"126°49'41.8""","35°8'27.9""",11:40,,5.2,11.3,6.3,8.8,11.6,7.821,0.164,4.8,126.8282778,35.14108333
5001A80,광주3,2025-02-04,1회차,"126°49'12.81""","35°6'40.18""",11:56,,3.6,11.1,4.1,8.8,10,7.492,0.147,5.2,126.820225,35.11116111
3203A10,광천천,2025-02-04,1회차,"126°38'32.28""","36°30'43.56""",16:20,,4.6,13.8,4.6,13.1,7.6,19.7,0.24,7.6,126.6423,36.5121
4009A30,구례,2025-02-04,1회차,"127°32'39.2""","35°11'25.4""",11:21,,3,12.5,0.5,4.5,4.4,2.169,0.02,2.2,127.5442222,35.19038889
1019A35,굴포천2,2025-02-04,1회차,"126°45'36""","37°31'33.1""",10:27,,4.6,12.5,1.1,5.3,5.4,12.018,0.134,3.8,126.76,37.52586111
1006A30,금계천2,2025-02-04,1회차,"127°59'28.68""","37°31'14.16""",13:00,,0.6,14.1,0.8,2.2,0.9,3.607,0.005,1.7,127.9913,37.5206
2004A93,금천,2025-02-04,1회차,"128°16'58.27""","36°35'4.76""",10:50,,0.8,14,0.3,2.6,1.6,2.024,0.028,1.9,128.2828528,36.58465556
3014A40,길산천1,2025-02-04,1회차,"126°43'50.96""","36°4'28.9""",14:00,,3.8,12.1,2.6,8.2,6.2,2.137,0.032,4,126.7308222,36.07469444
2002A36,길안천1,2025-02-04,1회차,"128°58'16.95""","36°22'6.98""",14:15,,0.9,13.8,0.4,3.9,0.4,1.212,0.011,2.8,128.971375,36.36860556
1022A05,김화남대천,2025-02-04,1회차,"127°22'27.86""","38°14'45.2""",11:09,,0.6,16.1,1.1,2.7,1.3,3.814,0.009,0.9,127.3744056,38.24588889
3101A70,남원천,2025-02-04,1회차,"126°46'35.94""","36°51'31.43""",10:50,,1.2,15.5,2.6,5.8,5.7,6.623,0.21,4.2,126.77665,36.85873056
2020A10,남지,2025-02-04,1회차,"128°28'25.1""","35°22'51.1""",13:50,,4.8,12.3,1.4,5.2,3.4,3.274,0.016,2,128.4736389,35.38086111
2004A90,내성천5,2025-02-04,1회차,"128°18'19.85""","36°35'13.96""",12:00,,0.2,14.1,0.4,3.2,10,2.828,0.043,2.2,128.3055139,36.58721111
2011A60,달성,2025-02-04,1회차,"128°27'40.3""","35°50'21.9""",14:20,,3.8,14.4,1.3,4.7,3.8,3.316,0.012,,128.4611944,35.83941667
5001A10,담양,2025-02-04,1회차,"127°1'3.4""","35°19'59.7""",14:50,,5.2,12.5,0.2,2.9,2.8,2.08,0.061,1.6,127.0176111,35.33325
2201A31,대곡천1,2025-02-04,1회차,"129°10'53.34""","35°39'51.87""",10:54,,2.9,13.6,0.6,1.1,5.9,1.921,0.022,0.9,129.1814833,35.66440833
2201A33,대곡천2,2025-02-04,1회차,"129°10'27.4""","35°36'54.1""",11:22,,0.5,15,0.4,1.2,4.1,1.927,0.01,1,129.1742778,35.61502778
1006A20,대관대천,2025-02-04,1회차,"128°2'38.4""","37°33'58.32""",13:15,,0.5,14.1,0.7,1.9,0.2,2.088,0.002,1.1,128.044,37.5662
2014A50,대암리,2025-02-04,1회차,"128°23'29.9""","35°37'20.9""",12:00,,4.5,13.1,1.8,5.1,3.6,3.362,0.024,4.2,128.3916389,35.62247222
3203A20,대천천,2025-02-04,1회차,"126°35'55.3""","36°20'48.1""",15:40,,2.8,13.5,2.7,4,2,2.127,0.013,1.5,126.5986944,36.34669444
2001A50,도산,2025-02-04,1회차,"128°53'7.5""","36°46'44.1""",11:30,,1.3,15.5,0.3,2.7,0.4,2.502,0.011,1.5,128.8854167,36.77891667
3302A05,동진강1,2025-02-04,1회차,"126°58'42.1""","35°36'57.9""",9:45,,3.3,13.3,0.5,3,1.7,3.224,0.01,1.2,126.9783611,35.61608333
3302A10,동진강2,2025-02-04,1회차,"126°52'4.23""","35°40'58.97""",10:15,,2.9,12.9,0.9,4.5,10.8,3.432,0.04,2,126.8678417,35.68304722
1003A40,매포천,2025-02-04,1회차,"128°20'.2""","37°1'10.6""",12:53,,3.5,15.5,1.3,1.7,2.4,3.503,0.019,1,128.3333889,37.01961111
5006A40,무안1,2025-02-04,1회차,"126°31'48.1""","34°53'55.2""",14:12,,4.5,12.5,2.1,8.6,20.8,5.536,0.165,4,126.5300278,34.89866667
3101A20,무한천1,2025-02-04,1회차,"126°47'9.54""","36°34'7.72""",10:10,,3.8,12,1.9,4.8,2.6,2.785,0.016,1.7,126.7859833,36.56881111
2003A20,미천,2025-02-04,1회차,"128°39'23.6""","36°32'26.5""",14:40,,2.9,14.6,0.8,3.2,1.2,2.496,0.027,2.6,128.6565556,36.54069444
3011A97,미호강10,2025-02-04,1회차,"127°19'8.29""","36°31'29.17""",12:40,,3.3,13.6,2,6.3,4,5.925,0.069,4.9,127.3189694,36.52476944
2002A15,반변천2,2025-02-04,1회차,"129°4'54.66""","36°32'54.83""",11:10,,4.3,12.5,0.6,3.5,0.4,2.45,0.012,2.2,129.08185,36.54856389
2002A50,반변천4,2025-02-04,1회차,"128°45'5.1""","36°33'3.7""",13:10,,1.9,14.7,0.3,5.5,2,1.459,0.023,4.5,128.7514167,36.55102778
3011A80,병천천2,2025-02-04,1회차,"127°20'53.3""","36°38'24.6""",9:57,,2.4,13.1,1.5,3.8,5.2,4.636,0.254,2.6,127.3481389,36.64016667
4008A20,보성강7,2025-02-04,1회차,"127°22'33.9""","35°11'33.7""",10:46,,4.1,11.7,0.1,3.3,0.4,1.19,0.01,1.9,127.3760833,35.19269444
2201A21,보은천,2025-02-04,1회차,"129°8'29.4""","35°30'35.64""",12:43,,2.5,14.4,0.4,1.5,5.6,1.193,0.008,1.2,129.1415,35.5099
3010A20,부강,2025-02-04,1회차,"127°21'49.14""","36°30'59.78""",11:00,,4.4,12.7,1.3,5.5,2.4,4.163,0.05,4.1,127.36365,36.51660556
3012A60,부여1,2025-02-04,1회차,"126°53'32.8""","36°16'32.6""",11:22,,2.9,14.7,1.7,5.5,5.3,4.196,0.037,3.6,126.8924444,36.27572222
3012A70,부여2,2025-02-04,1회차,"126°56'56.1""","36°14'39.1""",11:00,,2.8,14.2,2,6.4,7.5,4.114,0.039,3.8,126.9489167,36.24419444
2015A90,사천천,2025-02-04,1회차,"127°59'20.09""","35°34'51.03""",10:20,,0.2,15.4,0.4,2.3,0.8,2.03,0.016,1.3,127.9889139,35.58084167
2009A20,산곡,2025-02-04,1회차,"128°20'32.64""","36°16'23.16""",15:10,,3.6,14.1,1.3,4,3,2.295,0.009,,128.3424,36.2731
2020A60,삼랑진2,2025-02-04,1회차,"128°49'17.8""","35°22'51.3""",16:19,,4.9,11.7,1.3,5.7,4.8,3.081,0.018,2.1,128.8216111,35.38091667
2007A20,상주1,2025-02-04,1회차,"128°16'9.2""","36°29'55.9""",14:35,,3.4,12.7,0.5,2.8,2,2.258,0.011,,128.2692222,36.49886111
3005A27,석천,2025-02-04,1회차,"127°54'45.5""","36°16'58.5""",11:30,,0.2,14.9,0.7,3.2,1.8,5.57,정량한계미만,1.9,127.9126389,36.28291667
3012A80,성동,2025-02-04,1회차,"127°0'12.73""","36°10'22.52""",10:00,,3.6,14,2.4,6.6,6.3,4.155,0.042,3.6,127.0035361,36.17292222
2011A40,성주,2025-02-04,1회차,"128°23'18.96""","35°52'53.04""",14:45,,4.1,13.7,1.5,4.6,5.2,3.099,0.011,,128.3886,35.8814
2003A12,송야천,2025-02-04,1회차,"128°40'24.63""","36°34'35.73""",13:20,,7.4,13.4,0.5,3.1,1.6,4.974,0.062,1.8,128.6735083,36.57659167
2008A20,쌍계천,2025-02-04,1회차,"128°32'12.12""","36°18'57.24""",10:52,,1.1,16.2,1.2,4.5,1.2,3.01,0.01,6.8,128.5367,36.3159
1101A05,안성천1,2025-02-04,1회차,"127°16'13.44""","37°0'5.04""",14:40,,-2.8,17.1,1,4.4,3.2,5.992,0.098,5,127.2704,37.0014
1018A72,안양천6,2025-02-04,1회차,"126°53'52.08""","37°25'40.08""",14:05,,4.5,13.3,4.2,10.3,4.6,10.182,0.072,6.6,126.8978,37.4278
1301A30,양양,2025-02-04,1회차,"128°37'26""","38°4'14.3""",13:32,,,,,,,,,,128.6238889,38.07063889
3004A60,영동천1,2025-02-04,1회차,"127°46'28""","36°10'25.9""",12:34,,2.5,15.3,0.8,1.7,2.1,3.386,정량한계미만,1.2,127.7744444,36.17386111
3004A70,영동천2,2025-02-04,1회차,"127°43'.84""","36°12'37.44""",13:47,,1.9,14.8,0.9,2.8,1.2,4.734,정량한계미만,1.8,127.7169,36.2104
5004A30,영산포1,2025-02-04,1회차,"126°40'49.3""","35°0'16.6""",13:33,,5.2,10.6,3.3,11.3,13.6,7.795,0.163,5.5,126.6803611,35.00461111
2004A20,영주서천1,2025-02-04,1회차,"128°37'15.24""","36°45'47.16""",13:54,,5.3,16,0.8,3.3,1.5,5.07,0.045,4.5,128.6209,36.7631
2004A30,영주서천2,2025-02-04,1회차,"128°37'45.48""","36°44'30.84""",14:10,,6.7,16,0.7,3,1.2,5.458,0.045,4.3,128.6293,36.7419
2002A20,용전천1,2025-02-04,1회차,"129°1'40.7""","36°26'52.3""",13:05,,3.3,14.1,0.7,3.5,1.2,1.961,0.015,1.9,129.0279722,36.44786111
1301A20,용천,2025-02-04,1회차,"128°36'45.5""","38°3'44.4""",13:36,,3.5,14,0.2,1.5,0.1,0.495,0.005,0.7,128.6126389,38.06233333
3302A07,용호천,2025-02-04,1회차,"126°53'35.6""","35°40'47.6""",11:00,,2.7,13.4,1.3,7.4,5.4,4.269,0.102,5.6,126.8932222,35.67988889
3302A55,원평천1,2025-02-04,1회차,"126°55'6.9""","35°44'48.3""",10:40,,2.6,14.2,1.5,5.2,10.6,4.49,0.063,3.1,126.9185833,35.74675
1024A10,월곶,2025-02-04,1회차,"126°38'12.54""","37°46'.72""",:,,,,,,,,,,126.6368167,37.76686667
3012A55,은산천,2025-02-04,1회차,"126°52'17.5""","36°17'44.5""",11:20,,0.8,12.8,2.5,5,3,3.158,0.032,1.8,126.8715278,36.29569444
1023A25,임진강7,2025-02-04,1회차,"126°44'34""","37°54'10.5""",11:40,,0.6,12.5,1.9,4.1,123.4,4.708,0.074,4.8,126.7427778,37.90291667
2018A29,임천,2025-02-04,1회차,"127°47'33.9""","35°27'52""",12:30,,1.4,15.2,0.5,3,0.4,1.921,0.014,1.8,127.79275,35.46444444
2201A27,작동교,2025-02-04,1회차,"129°10'28.92""","35°31'16.68""",13:51,,2,13.7,0.5,1.8,4.1,0.869,0.005,1.4,129.1747,35.5213
4004A10,적성,2025-02-04,1회차,"127°13'16.57""","35°24'7.77""",10:09,,3.1,12.7,0.8,4.2,2.8,2.625,0.011,2.2,127.2212694,35.40215833
3302A25,정읍천1,2025-02-04,1회차,"126°52'22.8""","35°33'1.9""",12:46,,2.2,13.5,0.4,2.8,1.6,1.564,0.006,1.6,126.873,35.55052778
3302A30,정읍천2,2025-02-04,1회차,"126°50'20.4""","35°34'12""",13:02,,2.3,13.8,0.6,3.8,3.3,2.225,0.042,1.8,126.839,35.57
3302A33,정읍천3,2025-02-04,1회차,"126°49'38.6""","35°35'2.8""",12:16,,2.1,13.3,0.8,5.1,2.8,2.709,0.028,2.6,126.8273889,35.58411111
1015A20,조종천1,2025-02-04,1회차,"127°21'.1""","37°51'54.3""",14:00,,0.9,16.9,0.7,1.2,0.2,3.174,0.034,0.8,127.3500278,37.86508333
1015A25,조종천2,2025-02-04,1회차,"127°22'13.1""","37°47'42""",13:39,,2.6,17.2,0.7,1.5,2,3.849,0.06,1,127.3703056,37.795
3012A50,지천1,2025-02-04,1회차,"126°51'31.9""","36°19'33.9""",11:00,,2.3,12.7,1.5,4.4,0.6,2.528,0.007,1.3,126.8588611,36.32608333
2014A35,차천,2025-02-04,1회차,"128°25'9.4""","35°41'24.9""",14:00,,12.9,9.9,1.8,11.8,10.8,7.919,0.049,9.3,128.4192778,35.69025
2014A60,창녕,2025-02-04,1회차,"128°21'30.9""","35°36'40.7""",14:44,,5.3,12.4,1.8,5.8,3.8,3.719,0.017,2.6,128.3585833,35.61130556
3302A32,천원천,2025-02-04,1회차,"126°49'38.6""","35°34'15.6""",12:25,,2.1,13.3,1.8,6.2,9.4,3.532,0.05,3.6,126.8273889,35.571
1007A05,청미천2,2025-02-04,1회차,"127°28'44.5""","37°5'42.8""",11:10,,,,,,,,,,127.4790278,37.09522222
3005A20,초강1,2025-02-04,1회차,"127°55'55.8""","36°12'20.1""",12:09,,2,14.4,0.6,1.6,1.4,1.916,정량한계미만,1,127.9321667,36.20558333
3005A10,추풍령천,2025-02-04,1회차,"127°56'14.7""","36°13'13.7""",11:56,,0.3,14.4,0.8,2.7,1.7,3.05,0.003,1.7,127.9374167,36.22047222
3203A50,판교천,2025-02-04,1회차,"126°40'43.68""","36°5'30.12""",14:20,,3.1,12.9,2.9,6.1,2,1.378,0.012,2.4,126.6788,36.0917
5002A27,평림천,2025-02-04,1회차,"126°43'55.4""","35°9'27.6""",11:45,,2.7,14.8,3.8,7,6.4,2.403,0.088,3.8,126.7320556,35.15766667
2020A45,하남,2025-02-04,1회차,"128°42'14.3""","35°22'17.9""",15:42,,3.9,13.4,1.3,5.5,3.2,3.135,0.014,2,128.7039722,35.37163889
2201A24,하잠교,2025-02-04,1회차,"129°9'46.05""","35°31'29.5""",13:44,,6,13.7,0.6,1.8,5.2,1.036,0.011,1.4,129.1627917,35.52486111
2011A19,한천2,2025-02-04,1회차,"128°24'11.07""","36°8'8.99""",14:00,,5.4,11.9,1.5,6.7,4,4.815,0.039,4.7,128.403075,36.13583056
1014A30,홍천강2,2025-02-04,1회차,"127°41'56.76""","37°41'57.12""",11:20,,-0.2,14.3,1.1,2.5,0.4,3.713,0.005,1.2,127.6991,37.6992
2015A50,황강1,2025-02-04,1회차,"127°56'29.4""","35°40'17.4""",13:30,,1.2,14.4,0.4,3,0.8,3.38,0.024,1.8,127.9415,35.6715
2015A80,황강3,2025-02-04,1회차,"127°59'24.01""","35°37'45.37""",11:30,,1.1,15.2,0.6,3.3,2.4,3.28,0.023,2,127.9900028,35.62926944
5002A30,황룡강4,2025-02-04,1회차,"126°45'17.28""","35°8'58.2""",12:10,,3.1,13.1,2.8,6.9,10,2.107,0.045,3.2,126.7548,35.1495
2013A40,회천3,2025-02-04,1회차,"128°20'29.76""","35°39'9.72""",10:00,,3.2,12.1,0.7,3.1,0.8,2.625,0.021,2.2,128.3416,35.6527
3014A30,양화,2025-02-04,2회차,"126°52'24.13""","36°6'27.13""",10:30,,4.3,15.5,3,7.7,8.9,4.53,0.062,4.1,126.8733694,36.10753611
1003A20,가곡,2025-02-05,1회차,"128°24'21""","37°2'18.9""",14:40,,,,,,,,,,128.4058333,37.03858333
1302A20,강릉,2025-02-05,1회차,"128°53'15.7""","37°44'50.3""",12:38,,4,12.5,0.9,2,0.7,3.262,0.018,1.1,128.8876944,37.74730556
2018A45,경호강2,2025-02-05,1회차,"127°57'40.4""","35°16'56.4""",11:00,,2.9,13.6,1.4,5.9,1.2,1.806,0.019,2.5,127.9612222,35.28233333
2003A43,광산천2,2025-02-05,1회차,"128°26'27.29""","36°31'22.72""",11:00,,3.8,13.2,0.4,2.3,10.4,18.183,0.033,1.5,128.4409139,36.52297778
2011A20,구미,2025-02-05,1회차,"128°23'6.52""","36°4'12.34""",10:20,,2.3,15.3,1.8,5,4.4,2.657,0.02,3.9,128.3851444,36.07009444
2022A35,구포,2025-02-05,1회차,"128°59'25.74""","35°12'22.69""",15:25,,3.9,13.5,1.4,5.9,4.6,3.055,0.022,2.2,128.9904833,35.20630278
4102A10,군외천,2025-02-05,1회차,"126°38'43""","34°22'22.8""",11:17,,2.1,12.2,0.1,2.8,0.4,0.711,0.005,1.4,126.6452778,34.373
2012A38,금호강4,2025-02-05,1회차,"128°41'27.85""","35°51'25.08""",14:50,,1.4,15.3,2.3,6.6,2.8,4.959,0.036,5.2,128.6910694,35.85696667
2012A70,금호강8,2025-02-05,1회차,"128°28'18.8""","35°51'13.6""",10:20,,2.7,14.2,1.5,6.1,1.6,5.834,0.04,4.9,128.4718889,35.85377778
3301A55,김제,2025-02-05,1회차,"126°57'24""","35°54'24.5""",12:30,,3.7,14.8,4.4,9.6,10.4,6.07,0.107,7.3,126.9566667,35.90680556
2502A10,남해봉천,2025-02-05,1회차,"127°54'9.34""","34°49'55.1""",11:24,,2.6,13.9,0.1,2.2,1.2,3.144,0.021,1.1,127.9025944,34.83197222
1201A20,내가천,2025-02-05,1회차,"126°23'18.6""","37°43'45.48""",12:00,,,,,,,,,,126.3885,37.7293
2004A40,내성천2,2025-02-05,1회차,"128°35'12.6""","36°41'46.1""",11:20,,3.1,13,0.8,4.2,4.4,2.485,0.03,2.9,128.5868333,36.69613889
2004A50,내성천3,2025-02-05,1회차,"128°29'15""","36°37'9.84""",13:26,,1.9,14.2,0.5,3.3,12.6,4.011,0.025,1.8,128.4875,36.6194
2004A70,내성천4,2025-02-05,1회차,"128°25'2.64""","36°36'2.52""",12:48,,1.1,14,0.4,3.1,12.2,4.087,0.051,1.7,128.4174,36.6007
3013A20,노성천2,2025-02-05,1회차,"127°5'37.04""","36°13'8.6""",12:50,,2.3,13.7,1.3,3.5,4.4,3.973,0.077,1.1,127.0936222,36.21905556
3013A10,논산천2,2025-02-05,1회차,"127°12'9.59""","36°10'28.47""",11:00,,2.2,13,0.6,3.4,0.4,3.24,0.003,0.9,127.2026639,36.174575
3013A30,논산천3,2025-02-05,1회차,"127°4'49.8""","36°12'35.44""",12:40,,2.2,13,1.8,5.4,8.8,3.371,0.059,1.9,127.0805,36.20984444
3013A50,논산천4,2025-02-05,1회차,"127°0'38.2""","36°9'57.3""",:,,,,,,,,,,127.0106111,36.16591667
2301A10,덕계천,2025-02-05,1회차,"129°9'26.2""","35°22'46.6""",11:08,,0.4,17.7,1.1,2.2,1.3,1.79,0.019,1.7,129.1572778,35.37961111
1003A30,덕천,2025-02-05,1회차,"128°23'21""","37°0'19.9""",14:20,,,,,,,,,,128.3891667,37.00552778
2018A60,덕천강3,2025-02-05,1회차,"127°53'29.93""","35°14'45.69""",11:40,,4,14.1,0.6,2.5,0.8,1.201,0.017,1.1,127.8916472,35.246025
1001A75,동강2,2025-02-05,1회차,"128°30'37.1""","37°12'25.4""",15:22,,,,,,,,,,128.5103056,37.20705556
4007A35,동복천3,2025-02-05,1회차,"127°7'5.52""","35°0'1.8""",14:30,,3.1,13.9,1.4,2.6,1,1.023,0.01,1.2,127.1182,35.0005
