"조사년도","조사회차","조사지점","학명","국명","개체밀도"
"2024","2","계정천(양평)","Gomphonema lagenula","쐐기돌말","1263"
"2024","2","계정천(양평)","Gomphonema parvulum","쐐기돌말","253"
"2024","2","계정천(양평)","Melosira varians","원통돌말","2274"
"2024","2","계정천(양평)","Navicula cryptocephala","쪽배돌말","253"
"2024","2","계정천(양평)","Navicula gregaria","쪽배돌말","253"
"2024","2","계정천(양평)","Navicula minima","쪽배돌말","19198"
"2024","2","계정천(양평)","Navicula subminuscula","쪽배돌말","3284"
"2024","2","계정천(양평)","Navicula viridula var. rostellata","쪽배돌말","506"
"2024","2","계정천(양평)","Nitzschia amphibia","등침돌말","758"
"2024","2","계정천(양평)","Nitzschia inconspicua","등침돌말","2526"
"2024","2","계정천(양평)","Nitzschia palea","등침돌말","2021"
"2024","2","계정천(양평)","Reimeria sinuata","고리짝돌말","506"
"2024","2","계정천(양평)","Rhoicosphenia abbreviata","가지돌말","2526"
"2024","1","단석천","Achnanthes convergens","땅콩돌말","22539"
"2024","1","단석천","Achnanthes lanceolata","땅콩돌말","5090"
"2024","1","단석천","Achnanthes minutissima","땅콩돌말","10906"
"2024","1","단석천","Aulacoseira ambigua","대롱돌말","1455"
"2024","1","단석천","Cocconeis placentula","낟알돌말","728"
"2024","1","단석천","Cocconeis placentula var. lineata","낟알돌말","1455"
"2024","1","단석천","Cyclostephanos invisitatus","왕관돌말","7271"
"2024","1","단석천","Cyclotella meneghiniana","단추돌말","728"
"2024","1","단석천","Cyclotella pseudostelligera","단추돌말","728"
"2024","1","단석천","Cymbella minuta","반달돌말","728"
"2024","1","단석천","Cymbella silesiaca","반달돌말","2909"
"2024","1","단석천","Fragilaria capucina","김발돌말","3636"
"2024","1","단석천","Gomphonema clevei","쐐기돌말","6544"
"2024","1","단석천","Gomphonema parvulum","쐐기돌말","728"
"2024","1","단석천","Melosira varians","원통돌말","728"
"2024","1","단석천","Navicula capitatoradiata","쪽배돌말","728"
"2024","1","단석천","Navicula cryptocephala","쪽배돌말","728"
"2024","1","단석천","Navicula minima","쪽배돌말","31264"
"2024","1","단석천","Navicula perminuta","쪽배돌말","2182"
"2024","1","단석천","Navicula seminulum","쪽배돌말","728"
"2024","1","단석천","Navicula subminuscula","쪽배돌말","6544"
"2024","1","단석천","Nitzschia amphibia","등침돌말","3636"
"2024","1","단석천","Nitzschia fonticola","등침돌말","5817"
"2024","1","단석천","Nitzschia inconspicua","등침돌말","32718"
"2024","1","단석천","Nitzschia palea","등침돌말","728"
"2024","2","단석천","Achnanthes convergens","땅콩돌말","923"
"2024","2","단석천","Achnanthes lanceolata","땅콩돌말","3075"
"2024","2","단석천","Achnanthes minutissima","땅콩돌말","1845"
"2024","2","단석천","Amphora pediculus","보리돌말","615"
"2024","2","단석천","Cocconeis placentula","낟알돌말","3383"
"2024","2","단석천","Cocconeis placentula var. lineata","낟알돌말","2460"
"2024","2","단석천","Cymbella minuta","반달돌말","1230"
"2024","2","단석천","Fragilaria capucina","김발돌말","308"
"2024","2","단석천","Fragilaria parva","김발돌말","308"
"2024","2","단석천","Gomphonema clevei","쐐기돌말","12608"
"2024","2","단석천","Gomphonema parvulum","쐐기돌말","615"
"2024","2","단석천","Melosira varians","원통돌말","10455"
"2024","2","단석천","Navicula capitata","쪽배돌말","308"
"2024","2","단석천","Navicula cryptocephala","쪽배돌말","615"
"2024","2","단석천","Navicula cryptotenella","쪽배돌말","923"
"2024","2","단석천","Navicula goeppertiana","쪽배돌말","615"
"2024","2","단석천","Navicula gregaria","쪽배돌말","923"
"2024","2","단석천","Navicula minima","쪽배돌말","8610"
"2024","2","단석천","Navicula protracta","쪽배돌말","615"
"2024","2","단석천","Navicula stroemii","쪽배돌말","615"
"2024","2","단석천","Navicula subminuscula","쪽배돌말","2460"
"2024","2","단석천","Navicula viridula var. rostellata","쪽배돌말","308"
"2024","2","단석천","Nitzschia amphibia","등침돌말","2153"
"2024","2","단석천","Nitzschia fonticola","등침돌말","615"
"2024","2","단석천","Nitzschia inconspicua","등침돌말","615"
"2024","2","단석천","Nitzschia palea","등침돌말","6458"
"2024","2","단석천","Nitzschia paleacea","등침돌말","1230"
"2024","2","단석천","Nitzschia recta","등침돌말","615"
"2024","2","단석천","Nitzschia tryblionella","등침돌말","1538"
"2024","2","단석천","Pinnularia viridis","빗살돌말","615"
"2024","2","단석천","Rhoicosphenia abbreviata","가지돌말","2768"
"2024","2","단석천","Surirella minuta","방패돌말","923"
"2024","1","대안천","Achnanthes lanceolata","땅콩돌말","12254"
"2024","1","대안천","Cocconeis placentula","낟알돌말","2860"
"2024","1","대안천","Cyclotella asterocostata","단추돌말","817"
"2024","1","대안천","Cymbella minuta","반달돌말","7353"
"2024","1","대안천","Cymbella silesiaca","반달돌말","11029"
"2024","1","대안천","Fragilaria capucina var. rumpens","김발돌말","15522"
"2024","1","대안천","Gomphonema (other)","쐐기돌말","1226"
"2024","1","대안천","Gomphonema clevei","쐐기돌말","817"
"2024","1","대안천","Gomphonema truncatum","쐐기돌말","817"
"2024","1","대안천","Melosira varians","원통돌말","2043"
"2024","1","대안천","Meridion circulare var. constrictum","부채돌말","409"
"2024","1","대안천","Navicula cryptotenella","쪽배돌말","2860"
"2024","1","대안천","Navicula decussis","쪽배돌말","817"
"2024","1","대안천","Navicula minima","쪽배돌말","11029"
"2024","1","대안천","Navicula pupula","쪽배돌말","409"
"2024","1","대안천","Navicula viridula var. rostellata","쪽배돌말","3268"
"2024","1","대안천","Nitzschia inconspicua","등침돌말","817"
"2024","1","대안천","Nitzschia palea","등침돌말","2860"
"2024","1","대안천","Reimeria sinuata","고리짝돌말","6944"
"2024","1","대안천","Surirella minuta","방패돌말","817"
"2024","2","대안천","Achnanthes lanceolata","땅콩돌말","2540"
"2024","2","대안천","Aulacoseira ambigua","대롱돌말","294"
"2024","2","대안천","Cocconeis placentula","낟알돌말","782"
"2024","2","대안천","Cyclotella asterocostata","단추돌말","196"
"2024","2","대안천","Cymbella minuta","반달돌말","782"
"2024","2","대안천","Cymbella turgidula","반달돌말","98"
"2024","2","대안천","Cymbella turgidula var. nipponica","반달돌말","3615"
"2024","2","대안천","Cymbella ventricosa","반달돌말","1075"
"2024","2","대안천","Gomphonema lagenula","쐐기돌말","587"
"2024","2","대안천","Melosira varians","원통돌말","4103"
"2024","2","대안천","Navicula capitatoradiata","쪽배돌말","587"
"2024","2","대안천","Navicula cryptotenella","쪽배돌말","3029"
"2024","2","대안천","Navicula minima","쪽배돌말","3517"
"2024","2","대안천","Navicula pupula","쪽배돌말","587"
"2024","2","대안천","Navicula subminuscula","쪽배돌말","587"
"2024","2","대안천","Navicula viridula var. rostellata","쪽배돌말","4884"
"2024","2","대안천","Nitzschia inconspicua","등침돌말","2540"
"2024","2","대안천","Nitzschia palea","등침돌말","5568"
"2024","1","섬강6","Achnanthes convergens","땅콩돌말","76443"
"2024","1","섬강6","Achnanthes japonica","땅콩돌말","4497"
"2024","1","섬강6","Achnanthes minutissima","땅콩돌말","15289"
"2024","1","섬강6","Cocconeis placentula","낟알돌말","50363"
"2024","1","섬강6","Cocconeis placentula var. euglypta","낟알돌말","20685"
"2024","1","섬강6","Cocconeis placentula var. lineata","낟알돌말","9893"
"2024","1","섬강6","Gomphonema parvulum","쐐기돌말","1799"
"2024","1","섬강6","Gomphonema pumilum","쐐기돌말","6296"
"2024","1","섬강6","Navicula clementis","쪽배돌말","4497"
"2024","1","섬강6","Nitzschia inconspicua","등침돌말","7195"
"2024","1","섬강6","Nitzschia palea","등침돌말","8994"
"2024","1","섬강6","Reimeria sinuata","고리짝돌말","16188"
"2024","2","섬강6","Achnanthes convergens","땅콩돌말","10147"
"2024","2","섬강6","Achnanthes exigua","땅콩돌말","1933"
"2024","2","섬강6","Achnanthes lanceolata","땅콩돌말","967"
"2024","2","섬강6","Achnanthes minutissima","땅콩돌말","7731"
"2024","2","섬강6","Cocconeis placentula","낟알돌말","9664"
"2024","2","섬강6","Cymbella minuta","반달돌말","967"
"2024","2","섬강6","Cymbella turgidula var. nipponica","반달돌말","17878"
"2024","2","섬강6","Fragilaria elliptica","김발돌말","1450"
"2024","2","섬강6","Gomphonema clevei","쐐기돌말","13529"
"2024","2","섬강6","Gomphonema parvulum","쐐기돌말","967"
"2024","2","섬강6","Navicula decussis","쪽배돌말","484"
"2024","2","섬강6","Navicula minima","쪽배돌말","16912"
"2024","2","섬강6","Navicula subminuscula","쪽배돌말","1450"
"2024","2","섬강6","Navicula viridula var. rostellata","쪽배돌말","484"
"2024","2","섬강6","Nitzschia amphibia","등침돌말","6765"
"2024","2","섬강6","Nitzschia fonticola","등침돌말","2416"
"2024","2","섬강6","Nitzschia inconspicua","등침돌말","4349"
"2024","2","섬강6","Nitzschia palea","등침돌말","1933"
"2024","2","섬강6","Nitzschia recta","등침돌말","484"
"2024","1","미평천","Achnanthes convergens","땅콩돌말","243810"
"2024","1","미평천","Achnanthes lanceolata","땅콩돌말","52245"
"2024","1","미평천","Achnanthes minutissima","땅콩돌말","92880"
"2024","1","미평천","Amphora copulata","보리돌말","58050"
"2024","1","미평천","Cocconeis placentula var. lineata","낟알돌말","17415"
"2024","1","미평천","Cyclotella meneghiniana","단추돌말","58050"
"2024","1","미평천","Cyclotella stelligera","단추돌말","17415"
"2024","1","미평천","Cymbella (other)","반달돌말","46440"
"2024","1","미평천","Cymbella minuta","반달돌말","11610"
"2024","1","미평천","Fragilaria construens f. binodis","김발돌말","104490"
"2024","1","미평천","Gomphonema parvulum","쐐기돌말","17415"
"2024","1","미평천","Navicula pupula","쪽배돌말","29025"
"2024","1","미평천","Navicula trivialis","쪽배돌말","34830"
"2024","1","미평천","Nitzschia (other)","등침돌말","23220"
"2024","1","미평천","Nitzschia frustulum","등침돌말","34830"
"2024","1","미평천","Nitzschia hantzschiana","등침돌말","17415"
"2024","1","미평천","Nitzschia palea","등침돌말","29025"
"2024","1","미평천","Reimeria sinuata","고리짝돌말","208980"
"2024","1","미평천","Surirella (other)","방패돌말","29025"
"2024","1","미평천","Surirella minuta","방패돌말","34830"
"2024","2","미평천","Achnanthes clevei","땅콩돌말","99"
"2024","2","미평천","Achnanthes convergens","땅콩돌말","1767"
"2024","2","미평천","Achnanthes minutissima","땅콩돌말","1620"
"2024","2","미평천","Cocconeis placentula var. lineata","낟알돌말","197"
"2024","2","미평천","Cyclotella stelligera","단추돌말","295"
"2024","2","미평천","Cymbella (other)","반달돌말","835"
"2024","2","미평천","Fragilaria construens f. binodis","김발돌말","1718"
"2024","2","미평천","Gomphonema (other)","쐐기돌말","50"
"2024","2","미평천","Gomphonema angustum","쐐기돌말","148"
"2024","2","미평천","Gomphonema parvulum","쐐기돌말","688"
"2024","2","미평천","Navicula gregaria","쪽배돌말","50"
"2024","2","미평천","Navicula seminulum","쪽배돌말","2601"
"2024","2","미평천","Navicula subminuscula","쪽배돌말","197"
"2024","2","미평천","Nitzschia frustulum","등침돌말","344"
"2024","2","미평천","Reimeria sinuata","고리짝돌말","2013"
"2024","1","대덕천(용인)","Achnanthes lanceolata","땅콩돌말","132676"
"2024","1","대덕천(용인)","Cymbella minuta","반달돌말","928"
"2024","1","대덕천(용인)","Cymbella tumida","반달돌말","1856"
"2024","1","대덕천(용인)","Gomphonema parvulum","쐐기돌말","2784"
"2024","1","대덕천(용인)","Melosira varians","원통돌말","928"
"2024","1","대덕천(용인)","Navicula gregaria","쪽배돌말","6495"
"2024","1","대덕천(용인)","Navicula perminuta","쪽배돌말","1856"
"2024","1","대덕천(용인)","Navicula subminuscula","쪽배돌말","34329"
"2024","1","대덕천(용인)","Nitzschia inconspicua","등침돌말","5567"
"2024","1","대덕천(용인)","Nitzschia palea","등침돌말","10206"
"2024","1","대덕천(용인)","Reimeria sinuata","고리짝돌말","25979"
"2024","2","대덕천(용인)","Achnanthes exigua","땅콩돌말","1270"
"2024","2","대덕천(용인)","Achnanthes lanceolata","땅콩돌말","6502"
"2024","2","대덕천(용인)","Cocconeis placentula var. lineata","낟알돌말","813"
"2024","2","대덕천(용인)","Cyclotella meneghiniana","단추돌말","51"
"2024","2","대덕천(용인)","Gomphonema parvulum","쐐기돌말","51"
"2024","2","대덕천(용인)","Navicula decussis","쪽배돌말","51"
"2024","2","대덕천(용인)","Navicula gregaria","쪽배돌말","204"
"2024","2","대덕천(용인)","Navicula perminuta","쪽배돌말","1626"
"2024","2","대덕천(용인)","Navicula subminuscula","쪽배돌말","153"
"2024","2","대덕천(용인)","Navicula trivialis","쪽배돌말","51"
"2024","2","대덕천(용인)","Navicula viridula var. rostellata","쪽배돌말","102"
"2024","2","대덕천(용인)","Nitzschia inconspicua","등침돌말","1169"
"2024","2","대덕천(용인)","Nitzschia palea","등침돌말","2642"
"2024","1","용천천","Achnanthes convergens","땅콩돌말","2202"
"2024","1","용천천","Achnanthes lanceolata","땅콩돌말","101285"
"2024","1","용천천","Achnanthes subhudsonis","땅콩돌말","9909"
"2024","1","용천천","Cocconeis placentula var. lineata","낟알돌말","3303"
"2024","1","용천천","Cymbella minuta","반달돌말","4404"
"2024","1","용천천","Fragilaria elliptica","김발돌말","3303"
"2024","1","용천천","Fragilaria ulna","김발돌말","1101"
"2024","1","용천천","Gomphonema clevei","쐐기돌말","1101"
"2024","1","용천천","Gomphonema parvulum","쐐기돌말","3303"
"2024","1","용천천","Gomphonema quadripunctatum","쐐기돌말","1101"
"2024","1","용천천","Navicula cryptotenella","쪽배돌말","1101"
"2024","1","용천천","Navicula gregaria","쪽배돌말","23120"
"2024","1","용천천","Navicula minuta","쪽배돌말","11010"
"2024","1","용천천","Navicula perminuta","쪽배돌말","16514"
"2024","1","용천천","Navicula pupula","쪽배돌말","1101"
"2024","1","용천천","Navicula subminuscula","쪽배돌말","7707"
"2024","1","용천천","Navicula trivialis","쪽배돌말","15413"
"2024","1","용천천","Navicula viridula var. rostellata","쪽배돌말","4404"
"2024","1","용천천","Nitzschia amphibia","등침돌말","5505"
"2024","1","용천천","Nitzschia inconspicua","등침돌말","14312"
"2024","1","용천천","Nitzschia palea","등침돌말","30826"
"2024","1","용천천","Surirella minuta","방패돌말","1101"
"2024","2","용천천","Achnanthes exigua","땅콩돌말","177"
"2024","2","용천천","Fragilaria elliptica","김발돌말","5837"
"2024","2","용천천","Gomphonema clevei","쐐기돌말","17333"
"2024","2","용천천","Gomphonema parvulum","쐐기돌말","708"
"2024","2","용천천","Melosira varians","원통돌말","177"
"2024","2","용천천","Navicula gregaria","쪽배돌말","177"
"2024","2","용천천","Navicula perminuta","쪽배돌말","708"
"2024","2","용천천","Navicula pupula","쪽배돌말","177"
"2024","2","용천천","Navicula subminuscula","쪽배돌말","1769"
"2024","2","용천천","Nitzschia palea","등침돌말","12558"
"2024","1","율곡천(용인)","Achnanthes exigua","땅콩돌말","4426"
"2024","1","율곡천(용인)","Achnanthes lanceolata","땅콩돌말","296514"
"2024","1","율곡천(용인)","Cocconeis placentula var. euglypta","낟알돌말","4426"
"2024","1","율곡천(용인)","Cymbella minuta","반달돌말","4426"
"2024","1","율곡천(용인)","Fragilaria capucina var. rumpens","김발돌말","26554"
"2024","1","율곡천(용인)","Fragilaria ulna","김발돌말","4426"
"2024","1","율곡천(용인)","Gomphonema parvulum","쐐기돌말","97363"
"2024","1","율곡천(용인)","Melosira varians","원통돌말","26554"
"2024","1","율곡천(용인)","Navicula gregaria","쪽배돌말","92938"
"2024","1","율곡천(용인)","Navicula perminuta","쪽배돌말","48682"
"2024","1","율곡천(용인)","Navicula pupula","쪽배돌말","4426"
"2024","1","율곡천(용인)","Navicula subminuscula","쪽배돌말","119491"
"2024","1","율곡천(용인)","Navicula trivialis","쪽배돌말","35405"
"2024","1","율곡천(용인)","Navicula viridula var. rostellata","쪽배돌말","17703"
"2024","1","율곡천(용인)","Nitzschia amphibia","등침돌말","8852"
"2024","1","율곡천(용인)","Nitzschia inconspicua","등침돌말","39831"
"2024","1","율곡천(용인)","Nitzschia palea","등침돌말","115066"
"2024","1","율곡천(용인)","Surirella minuta","방패돌말","4426"
"2024","2","율곡천(용인)","Achnanthes lanceolata","땅콩돌말","49329"
"2024","2","율곡천(용인)","Gomphonema clevei","쐐기돌말","771"
"2024","2","율곡천(용인)","Gomphonema parvulum","쐐기돌말","3084"
"2024","2","율곡천(용인)","Navicula gregaria","쪽배돌말","3854"
"2024","2","율곡천(용인)","Navicula minima","쪽배돌말","2313"
"2024","2","율곡천(용인)","Navicula mutica","쪽배돌말","66285"
"2024","2","율곡천(용인)","Navicula pupula","쪽배돌말","771"
"2024","2","율곡천(용인)","Navicula schroeteri","쪽배돌말","2313"
"2024","2","율곡천(용인)","Navicula subminuscula","쪽배돌말","8479"
"2024","2","율곡천(용인)","Navicula viridula var. rostellata","쪽배돌말","23123"
"2024","2","율곡천(용인)","Nitzschia amphibia","등침돌말","32372"
"2024","2","율곡천(용인)","Nitzschia inconspicua","등침돌말","3084"
"2024","2","율곡천(용인)","Nitzschia palea","등침돌말","19269"
"2024","1","죽산천1(안성)","Achnanthes lanceolata","땅콩돌말","68055"
"2024","1","죽산천1(안성)","Achnanthes subhudsonis","땅콩돌말","11601"
"2024","1","죽산천1(안성)","Fragilaria parva","김발돌말","774"
"2024","1","죽산천1(안성)","Gomphonema parvulum","쐐기돌말","774"
"2024","1","죽산천1(안성)","Navicula gregaria","쪽배돌말","3867"
"2024","1","죽산천1(안성)","Navicula perminuta","쪽배돌말","18561"
"2024","1","죽산천1(안성)","Navicula subminuscula","쪽배돌말","96669"
"2024","1","죽산천1(안성)","Navicula trivialis","쪽배돌말","774"
"2024","1","죽산천1(안성)","Navicula viridula var. rostellata","쪽배돌말","4641"
"2024","1","죽산천1(안성)","Nitzschia amphibia","등침돌말","6187"
"2024","1","죽산천1(안성)","Nitzschia palea","등침돌말","774"
"2024","2","죽산천1(안성)","Cocconeis placentula var. lineata","낟알돌말","164"
"2024","2","죽산천1(안성)","Cymbella turgidula var. nipponica","반달돌말","164"
"2024","2","죽산천1(안성)","Navicula gregaria","쪽배돌말","164"
"2024","2","죽산천1(안성)","Navicula minima","쪽배돌말","164"
"2024","2","죽산천1(안성)","Navicula notha","쪽배돌말","164"
"2024","2","죽산천1(안성)","Navicula perminuta","쪽배돌말","164"
"2024","2","죽산천1(안성)","Navicula pupula","쪽배돌말","1963"
"2024","2","죽산천1(안성)","Navicula subminuscula","쪽배돌말","1636"
"2024","2","죽산천1(안성)","Navicula viridula var. rostellata","쪽배돌말","18645"
"2024","2","죽산천1(안성)","Nitzschia amphibia","등침돌말","1636"
"2024","2","죽산천1(안성)","Nitzschia inconspicua","등침돌말","2454"
"2024","2","죽산천1(안성)","Nitzschia palea","등침돌말","12594"
"2024","1","용설천","Achnanthes lanceolata","땅콩돌말","34417"
"2024","1","용설천","Amphora veneta","보리돌말","2025"
"2024","1","용설천","Cocconeis placentula","낟알돌말","4050"
"2024","1","용설천","Cyclostephanos invisitatus","왕관돌말","2025"
"2024","1","용설천","Cyclotella meneghiniana","단추돌말","2025"
"2024","1","용설천","Cyclotella pseudostelligera","단추돌말","2025"
"2024","1","용설천","Cymbella silesiaca","반달돌말","16197"
"2024","1","용설천","Fragilaria capitellata","김발돌말","2025"
"2024","1","용설천","Fragilaria capucina","김발돌말","101226"
"2024","1","용설천","Fragilaria capucina var. gracilis","김발돌말","4050"
"2024","1","용설천","Fragilaria capucina var. rumpens","김발돌말","2025"
"2024","1","용설천","Fragilaria construens f. binodis","김발돌말","20246"
"2024","1","용설천","Fragilaria ulna","김발돌말","12148"
"2024","1","용설천","Gomphonema minutum","쐐기돌말","8099"
"2024","1","용설천","Gomphonema parvulum","쐐기돌말","2025"
"2024","1","용설천","Gomphonema quadripunctatum","쐐기돌말","14172"
"2024","1","용설천","Navicula capitatoradiata","쪽배돌말","26319"
"2024","1","용설천","Navicula cryptocephala","쪽배돌말","22270"
"2024","1","용설천","Navicula cryptotenella","쪽배돌말","2025"
"2024","1","용설천","Navicula goeppertiana","쪽배돌말","2025"
"2024","1","용설천","Navicula gregaria","쪽배돌말","12148"
"2024","1","용설천","Navicula minima","쪽배돌말","34417"
"2024","1","용설천","Navicula pupula","쪽배돌말","2025"
"2024","1","용설천","Navicula schroeteri","쪽배돌말","2025"
"2024","1","용설천","Navicula subminuscula","쪽배돌말","46564"
"2024","1","용설천","Navicula viridula var. rostellata","쪽배돌말","2025"
"2024","1","용설천","Nitzschia dissipata","등침돌말","10123"
"2024","1","용설천","Nitzschia fonticola","등침돌말","8099"
"2024","1","용설천","Nitzschia inconspicua","등침돌말","8099"
"2024","1","용설천","Nitzschia paleacea","등침돌말","2025"
"2024","1","용설천","Nitzschia recta","등침돌말","4050"
"2024","2","용설천","Achnanthes convergens","땅콩돌말","1389"
"2024","2","용설천","Achnanthes exigua","땅콩돌말","1666"
"2024","2","용설천","Achnanthes lanceolata","땅콩돌말","11105"
"2024","2","용설천","Amphora veneta","보리돌말","278"
"2024","2","용설천","Cymbella minuta","반달돌말","2221"
"2024","2","용설천","Fragilaria capucina","김발돌말","4165"
"2024","2","용설천","Fragilaria construens f. binodis","김발돌말","4442"
"2024","2","용설천","Gomphonema clevei","쐐기돌말","2221"
"2024","2","용설천","Navicula capitatoradiata","쪽배돌말","1389"
"2024","2","용설천","Navicula cryptocephala","쪽배돌말","278"
"2024","2","용설천","Navicula cryptotenella","쪽배돌말","1389"
"2024","2","용설천","Navicula goeppertiana","쪽배돌말","2777"
"2024","2","용설천","Navicula minima","쪽배돌말","23876"
"2024","2","용설천","Navicula pupula","쪽배돌말","278"
"2024","2","용설천","Navicula seminulum","쪽배돌말","278"
"2024","2","용설천","Nitzschia amphibia","등침돌말","1111"
"2024","2","용설천","Nitzschia fonticola","등침돌말","278"
"2024","2","용설천","Nitzschia inconspicua","등침돌말","1666"
"2024","2","용설천","Nitzschia recta","등침돌말","1389"
"2024","1","화곡천(안성)","Achnanthes convergens","땅콩돌말","1563"
"2024","1","화곡천(안성)","Achnanthes lanceolata","땅콩돌말","7814"
"2024","1","화곡천(안성)","Fragilaria capucina var. rumpens","김발돌말","28129"
"2024","1","화곡천(안성)","Fragilaria capucina var. vaucheriae","김발돌말","7814"
"2024","1","화곡천(안성)","Fragilaria ulna","김발돌말","4689"
"2024","1","화곡천(안성)","Gomphonema angustatum","쐐기돌말","34380"
"2024","1","화곡천(안성)","Melosira varians","원통돌말","3126"
"2024","1","화곡천(안성)","Navicula cryptotenella","쪽배돌말","3126"
"2024","1","화곡천(안성)","Navicula minima","쪽배돌말","26567"
"2024","1","화곡천(안성)","Navicula minuscula var. muralis","쪽배돌말","1563"
"2024","1","화곡천(안성)","Navicula pupula","쪽배돌말","9377"
"2024","1","화곡천(안성)","Nitzschia linearis","등침돌말","6251"
"2024","1","화곡천(안성)","Nitzschia palea","등침돌말","96889"
"2024","1","화곡천(안성)","Nitzschia recta","등침돌말","142207"
"2024","1","화곡천(안성)","Reimeria sinuata","고리짝돌말","1563"
"2024","1","화곡천(안성)","Surirella minuta","방패돌말","9377"
"2024","2","화곡천(안성)","Achnanthes exigua","땅콩돌말","32650"
"2024","2","화곡천(안성)","Cyclotella atomus","단추돌말","8163"
"2024","2","화곡천(안성)","Gomphonema lagenula","쐐기돌말","73462"
"2024","2","화곡천(안성)","Gomphonema parvulum","쐐기돌말","32650"
"2024","2","화곡천(안성)","Navicula minima","쪽배돌말","57137"
"2024","2","화곡천(안성)","Navicula seminulum","쪽배돌말","40812"
"2024","2","화곡천(안성)","Navicula subminuscula","쪽배돌말","987644"
"2024","2","화곡천(안성)","Nitzschia palea","등침돌말","440767"
"2024","1","신흥천(안성)","Achnanthes (other)","땅콩돌말","3360"
"2024","1","신흥천(안성)","Achnanthes convergens","땅콩돌말","36960"
"2024","1","신흥천(안성)","Achnanthes lanceolata","땅콩돌말","38640"
"2024","1","신흥천(안성)","Achnanthes minutissima","땅콩돌말","42000"
"2024","1","신흥천(안성)","Anomoeoneis gomphonemacea","짝배돌말","18480"
"2024","1","신흥천(안성)","Cymbella (other)","반달돌말","5040"
"2024","1","신흥천(안성)","Fragilaria construens f. binodis","김발돌말","50400"
"2024","1","신흥천(안성)","Fragilaria pinnata","김발돌말","20160"
"2024","1","신흥천(안성)","Gomphonema parvulum","쐐기돌말","10080"
"2024","1","신흥천(안성)","Melosira varians","원통돌말","10080"
"2024","1","신흥천(안성)","Navicula (other)","쪽배돌말","5040"
"2024","1","신흥천(안성)","Navicula pupula","쪽배돌말","18480"
"2024","1","신흥천(안성)","Nitzschia palea","등침돌말","21840"
"2024","1","신흥천(안성)","Nitzschia pellucida","등침돌말","25200"
"2024","1","신흥천(안성)","Surirella angusta","방패돌말","3360"
"2024","1","신흥천(안성)","Surirella minuta","방패돌말","33600"
"2024","2","신흥천(안성)","Achnanthes exigua","땅콩돌말","68901"
"2024","2","신흥천(안성)","Cyclotella meneghiniana","단추돌말","5742"
"2024","2","신흥천(안성)","Fragilaria elliptica","김발돌말","17226"
"2024","2","신흥천(안성)","Gomphonema angustum","쐐기돌말","5742"
"2024","2","신흥천(안성)","Gomphonema clevei","쐐기돌말","5742"
"2024","2","신흥천(안성)","Navicula clementis","쪽배돌말","5742"
"2024","2","신흥천(안성)","Navicula goeppertiana","쪽배돌말","5742"
"2024","2","신흥천(안성)","Navicula gregaria","쪽배돌말","11484"
"2024","2","신흥천(안성)","Navicula minima","쪽배돌말","177994"
"2024","2","신흥천(안성)","Navicula perminuta","쪽배돌말","11484"
"2024","2","신흥천(안성)","Navicula pupula","쪽배돌말","5742"
"2024","2","신흥천(안성)","Navicula subminuscula","쪽배돌말","384697"
"2024","2","신흥천(안성)","Nitzschia amphibia","등침돌말","155027"
"2024","2","신흥천(안성)","Nitzschia inconspicua","등침돌말","40193"
"2024","2","신흥천(안성)","Nitzschia palea","등침돌말","350246"
"2024","2","신흥천(안성)","Pinnularia viridis","빗살돌말","5742"
"2024","1","한천(음성)","Achnanthes lanceolata","땅콩돌말","54757"
"2024","1","한천(음성)","Fragilaria capucina var. rumpens","김발돌말","32854"
"2024","1","한천(음성)","Fragilaria elliptica","김발돌말","2191"
"2024","1","한천(음성)","Gomphonema clevei","쐐기돌말","2191"
"2024","1","한천(음성)","Gomphonema lagenula","쐐기돌말","6571"
"2024","1","한천(음성)","Gomphonema parvulum","쐐기돌말","10952"
"2024","1","한천(음성)","Gomphonema pseudosphaerophorum","쐐기돌말","13142"
"2024","1","한천(음성)","Gomphonema quadripunctatum","쐐기돌말","4381"
"2024","1","한천(음성)","Navicula capitatoradiata","쪽배돌말","10952"
"2024","1","한천(음성)","Navicula minima","쪽배돌말","328540"
"2024","1","한천(음성)","Navicula mutica var. ventricosa","쪽배돌말","17523"
"2024","1","한천(음성)","Nitzschia inconspicua","등침돌말","4381"
"2024","1","한천(음성)","Nitzschia palea","등침돌말","6571"
"2024","2","한천(음성)","Achnanthes convergens","땅콩돌말","5794"
"2024","2","한천(음성)","Achnanthes exigua","땅콩돌말","3566"
"2024","2","한천(음성)","Aulacoseira granulata","대롱돌말","446"
"2024","2","한천(음성)","Cyclotella atomus","단추돌말","446"
"2024","2","한천(음성)","Gomphonema pseudosphaerophorum","쐐기돌말","1338"
"2024","2","한천(음성)","Navicula capitata","쪽배돌말","5794"
"2024","2","한천(음성)","Navicula cryptotenella","쪽배돌말","1338"
"2024","2","한천(음성)","Navicula minima","쪽배돌말","19610"
"2024","2","한천(음성)","Navicula minuscula var. muralis","쪽배돌말","12479"
"2024","2","한천(음성)","Navicula pupula","쪽배돌말","3566"
"2024","2","한천(음성)","Navicula subminuscula","쪽배돌말","8246"
"2024","2","한천(음성)","Navicula viridula var. rostellata","쪽배돌말","1338"
"2024","2","한천(음성)","Nitzschia amphibia","등침돌말","446"
