"조사년도","조사회차","조사지점","학명","국명","개체수"
"2024","2","감천1(청주)","Zacco koreanus","참갈겨니","47"
"2024","2","감천1(청주)","Zacco platypus","피라미","112"
"2024","1","감천2","Acheilognathus rhombeus","납지리","3"
"2024","1","감천2","Iksookimia koreensis","참종개","1"
"2024","1","감천2","Odontobutis interrupta","얼록동사리","2"
"2024","1","감천2","Pseudogobio esocinus","모래무지","4"
"2024","1","감천2","Pungtungia herzi","돌고기","6"
"2024","1","감천2","Rhodeus notatus","떡납줄갱이","1"
"2024","1","감천2","Squalidus gracilis majimae","긴몰개","5"
"2024","1","감천2","Zacco koreanus","참갈겨니","7"
"2024","1","감천2","Zacco platypus","피라미","16"
"2024","2","감천2","Acheilognathus lanceolata intermedia","납자루","25"
"2024","2","감천2","Acheilognathus rhombeus","납지리","61"
"2024","2","감천2","Iksookimia koreensis","참종개","1"
"2024","2","감천2","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","감천2","Odontobutis interrupta","얼록동사리","1"
"2024","2","감천2","Rhinogobius brunneus","밀어","2"
"2024","2","감천2","Rhodeus notatus","떡납줄갱이","13"
"2024","2","감천2","Zacco koreanus","참갈겨니","146"
"2024","2","감천2","Zacco platypus","피라미","89"
"2024","1","구룡천1(괴산)","Coreoleuciscus splendidus","쉬리","2"
"2024","1","구룡천1(괴산)","Iksookimia koreensis","참종개","10"
"2024","1","구룡천1(괴산)","Koreocobitis rotundicaudata","새코미꾸리","3"
"2024","1","구룡천1(괴산)","Odontobutis interrupta","얼록동사리","1"
"2024","1","구룡천1(괴산)","Pseudopungtungia tenuicorpa","가는돌고기","2"
"2024","1","구룡천1(괴산)","Pungtungia herzi","돌고기","28"
"2024","1","구룡천1(괴산)","Rhynchocypris oxycephalus","버들치","15"
"2024","1","구룡천1(괴산)","Squalidus gracilis majimae","긴몰개","81"
"2024","1","구룡천1(괴산)","Zacco koreanus","참갈겨니","189"
"2024","1","구룡천1(괴산)","Zacco platypus","피라미","45"
"2024","2","구룡천1(괴산)","Acheilognathus lanceolata intermedia","납자루","12"
"2024","2","구룡천1(괴산)","Acheilognathus signifer","묵납자루","9"
"2024","2","구룡천1(괴산)","Coreoleuciscus splendidus","쉬리","8"
"2024","2","구룡천1(괴산)","Coreoperca herzi","꺽지","1"
"2024","2","구룡천1(괴산)","Iksookimia koreensis","참종개","1"
"2024","2","구룡천1(괴산)","Pseudogobio esocinus","모래무지","3"
"2024","2","구룡천1(괴산)","Pseudopungtungia tenuicorpa","가는돌고기","1"
"2024","2","구룡천1(괴산)","Pungtungia herzi","돌고기","72"
"2024","2","구룡천1(괴산)","Zacco koreanus","참갈겨니","181"
"2024","2","구룡천1(괴산)","Zacco platypus","피라미","63"
"2024","1","압항천","Coreoleuciscus splendidus","쉬리","36"
"2024","1","압항천","Iksookimia koreensis","참종개","4"
"2024","1","압항천","Koreocobitis rotundicaudata","새코미꾸리","1"
"2024","1","압항천","Pungtungia herzi","돌고기","7"
"2024","1","압항천","Rhinogobius brunneus","밀어","3"
"2024","1","압항천","Zacco koreanus","참갈겨니","172"
"2024","1","압항천","Zacco platypus","피라미","158"
"2024","2","압항천","Coreoleuciscus splendidus","쉬리","3"
"2024","2","압항천","Hemibarbus longirostris","참마자","2"
"2024","2","압항천","Odontobutis interrupta","얼록동사리","1"
"2024","2","압항천","Pungtungia herzi","돌고기","17"
"2024","2","압항천","Rhinogobius brunneus","밀어","4"
"2024","2","압항천","Zacco koreanus","참갈겨니","66"
"2024","2","압항천","Zacco platypus","피라미","46"
"2024","1","흑석천","Iksookimia koreensis","참종개","3"
"2024","1","흑석천","Rhinogobius brunneus","밀어","12"
"2024","1","흑석천","Zacco koreanus","참갈겨니","21"
"2024","1","흑석천","Zacco platypus","피라미","20"
"2024","2","흑석천","Iksookimia koreensis","참종개","1"
"2024","2","흑석천","Pungtungia herzi","돌고기","2"
"2024","2","흑석천","Rhinogobius brunneus","밀어","1"
"2024","2","흑석천","Zacco koreanus","참갈겨니","32"
"2024","2","흑석천","Zacco platypus","피라미","24"
"2024","1","원풍천","Coreoleuciscus splendidus","쉬리","8"
"2024","1","원풍천","Iksookimia koreensis","참종개","2"
"2024","1","원풍천","Orthrias nudus","대륙종개","2"
"2024","1","원풍천","Rhinogobius brunneus","밀어","1"
"2024","1","원풍천","Rhynchocypris oxycephalus","버들치","13"
"2024","1","원풍천","Zacco platypus","피라미","25"
"2024","2","원풍천","Zacco koreanus","참갈겨니","46"
"2024","2","원풍천","Zacco platypus","피라미","9"
"2024","1","동진천-1","Misgurnus anguillicaudatus","미꾸리","3"
"2024","1","동진천-1","Odontobutis interrupta","얼록동사리","1"
"2024","1","동진천-1","Rhinogobius brunneus","밀어","149"
"2024","1","동진천-1","Rhynchocypris oxycephalus","버들치","1"
"2024","1","동진천-1","Squalidus gracilis majimae","긴몰개","1"
"2024","1","동진천-1","Zacco platypus","피라미","156"
"2024","2","동진천-1","Acheilognathus rhombeus","납지리","1"
"2024","2","동진천-1","Pseudogobio esocinus","모래무지","1"
"2024","2","동진천-1","Pseudorasbora parva","참붕어","1"
"2024","2","동진천-1","Rhinogobius brunneus","밀어","56"
"2024","2","동진천-1","Rhynchocypris oxycephalus","버들치","12"
"2024","2","동진천-1","Squalidus gracilis majimae","긴몰개","27"
"2024","2","동진천-1","Zacco platypus","피라미","104"
"2024","1","신항천","Carassius auratus","붕어","1"
"2024","1","신항천","Coreoleuciscus splendidus","쉬리","1"
"2024","1","신항천","Iksookimia koreensis","참종개","17"
"2024","1","신항천","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","신항천","Pseudogobio esocinus","모래무지","2"
"2024","1","신항천","Rhinogobius brunneus","밀어","16"
"2024","1","신항천","Rhynchocypris oxycephalus","버들치","1"
"2024","1","신항천","Zacco platypus","피라미","36"
"2024","2","신항천","Acheilognathus lanceolata intermedia","납자루","9"
"2024","2","신항천","Acheilognathus rhombeus","납지리","1"
"2024","2","신항천","Acheilognathus signifer","묵납자루","2"
"2024","2","신항천","Carassius auratus","붕어","1"
"2024","2","신항천","Hemibarbus labeo","누치","1"
"2024","2","신항천","Hemibarbus longirostris","참마자","1"
"2024","2","신항천","Iksookimia koreensis","참종개","2"
"2024","2","신항천","Pseudogobio esocinus","모래무지","2"
"2024","2","신항천","Pungtungia herzi","돌고기","17"
"2024","2","신항천","Rhinogobius brunneus","밀어","6"
"2024","2","신항천","Zacco platypus","피라미","38"
"2024","1","소여천","Microphysogobio yaluensis","돌마자","2"
"2024","1","소여천","Rhynchocypris oxycephalus","버들치","3"
"2024","1","소여천","Squalidus gracilis majimae","긴몰개","2"
"2024","1","소여천","Zacco platypus","피라미","112"
"2024","2","소여천","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","소여천","Rhinogobius brunneus","밀어","2"
"2024","2","소여천","Rhynchocypris oxycephalus","버들치","7"
"2024","2","소여천","Zacco platypus","피라미","41"
"2024","1","음성천-2","Hemibarbus longirostris","참마자","1"
"2024","1","음성천-2","Iksookimia koreensis","참종개","1"
"2024","1","음성천-2","Microphysogobio yaluensis","돌마자","81"
"2024","1","음성천-2","Misgurnus anguillicaudatus","미꾸리","1"
"2024","1","음성천-2","Orthrias nudus","대륙종개","5"
"2024","1","음성천-2","Pseudogobio esocinus","모래무지","1"
"2024","1","음성천-2","Pungtungia herzi","돌고기","14"
"2024","1","음성천-2","Rhinogobius brunneus","밀어","15"
"2024","1","음성천-2","Zacco platypus","피라미","98"
"2024","2","음성천-2","Acheilognathus lanceolata intermedia","납자루","1"
"2024","2","음성천-2","Acheilognathus rhombeus","납지리","5"
"2024","2","음성천-2","Gnathopogon strigatus","줄몰개","1"
"2024","2","음성천-2","Iksookimia koreensis","참종개","1"
"2024","2","음성천-2","Microphysogobio yaluensis","돌마자","38"
"2024","2","음성천-2","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","음성천-2","Pseudogobio esocinus","모래무지","9"
"2024","2","음성천-2","Pseudorasbora parva","참붕어","1"
"2024","2","음성천-2","Pungtungia herzi","돌고기","51"
"2024","2","음성천-2","Rhinogobius brunneus","밀어","67"
"2024","2","음성천-2","Squalidus gracilis majimae","긴몰개","7"
"2024","2","음성천-2","Zacco platypus","피라미","126"
"2024","1","달천6-1","Misgurnus anguillicaudatus","미꾸리","2"
"2024","1","달천6-1","Odontobutis interrupta","얼록동사리","1"
"2024","1","달천6-1","Pseudogobio esocinus","모래무지","3"
"2024","1","달천6-1","Zacco platypus","피라미","15"
"2024","2","달천6-1","Acheilognathus rhombeus","납지리","3"
"2024","2","달천6-1","Acheilognathus yamatsutae","줄납자루","16"
"2024","2","달천6-1","Pungtungia herzi","돌고기","5"
"2024","2","달천6-1","Zacco platypus","피라미","12"
"2024","1","달천6-2","Acheilognathus rhombeus","납지리","3"
"2024","1","달천6-2","Acheilognathus yamatsutae","줄납자루","12"
"2024","1","달천6-2","Pungtungia herzi","돌고기","11"
"2024","1","달천6-2","Rhinogobius brunneus","밀어","2"
"2024","1","달천6-2","Sarcocheilichthys nigripinnis morii","중고기","4"
"2024","1","달천6-2","Zacco platypus","피라미","20"
"2024","2","달천6-2","Acheilognathus rhombeus","납지리","9"
"2024","2","달천6-2","Zacco platypus","피라미","4"
"2024","1","요도천-1","Carassius auratus","붕어","1"
"2024","1","요도천-1","Pseudogobio esocinus","모래무지","4"
"2024","1","요도천-1","Pseudorasbora parva","참붕어","3"
"2024","1","요도천-1","Rhinogobius brunneus","밀어","42"
"2024","1","요도천-1","Rhinogobius giurinus","갈문망둑","2"
"2024","1","요도천-1","Rhodeus ocellatus","흰줄납줄개","2"
"2024","1","요도천-1","Squalidus gracilis majimae","긴몰개","1"
"2024","1","요도천-1","Zacco platypus","피라미","128"
"2024","2","요도천-1","Acheilognathus rhombeus","납지리","18"
"2024","2","요도천-1","Carassius auratus","붕어","8"
"2024","2","요도천-1","Lepomis macrochirus","블루길","2"
"2024","2","요도천-1","Pseudogobio esocinus","모래무지","6"
"2024","2","요도천-1","Pseudorasbora parva","참붕어","6"
"2024","2","요도천-1","Rhinogobius brunneus","밀어","12"
"2024","2","요도천-1","Rhodeus ocellatus","흰줄납줄개","16"
"2024","2","요도천-1","Squalidus gracilis majimae","긴몰개","11"
"2024","2","요도천-1","Zacco platypus","피라미","86"
"2024","1","교현천","Misgurnus anguillicaudatus","미꾸리","3"
"2024","1","교현천","Rhynchocypris oxycephalus","버들치","37"
"2024","1","교현천","Zacco platypus","피라미","15"
"2024","2","교현천","Misgurnus anguillicaudatus","미꾸리","1"
"2024","2","교현천","Rhynchocypris oxycephalus","버들치","28"
"2024","2","교현천","Zacco platypus","피라미","10"
"2024","1","영덕천1","Misgurnus anguillicaudatus","미꾸리","4"
"2024","1","영덕천1","Odontobutis interrupta","얼록동사리","5"
"2024","1","영덕천1","Zacco platypus","피라미","23"
"2024","2","영덕천1","Odontobutis interrupta","얼록동사리","4"
"2024","2","영덕천1","Pseudogobio esocinus","모래무지","9"
"2024","2","영덕천1","Zacco platypus","피라미","38"
"2024","1","오량천","Odontobutis interrupta","얼록동사리","8"
"2024","1","오량천","Orthrias nudus","대륙종개","4"
"2024","1","오량천","Rhinogobius brunneus","밀어","7"
"2024","1","오량천","Rhynchocypris oxycephalus","버들치","31"
"2024","1","오량천","Tridentiger brevispinis","민물검정망둑","1"
"2024","1","오량천","Zacco koreanus","참갈겨니","18"
"2024","2","오량천","Odontobutis interrupta","얼록동사리","1"
"2024","2","오량천","Orthrias nudus","대륙종개","1"
"2024","2","오량천","Rhinogobius brunneus","밀어","1"
"2024","2","오량천","Rhynchocypris oxycephalus","버들치","8"
"2024","2","오량천","Zacco platypus","피라미","20"
"2024","1","원주","Hemibarbus longirostris","참마자","3"
"2024","1","원주","Microphysogobio yaluensis","돌마자","2"
"2024","1","원주","Odontobutis interrupta","얼록동사리","1"
"2024","1","원주","Orthrias nudus","대륙종개","1"
"2024","1","원주","Pseudogobio esocinus","모래무지","7"
"2024","1","원주","Pungtungia herzi","돌고기","14"
"2024","1","원주","Rhinogobius brunneus","밀어","3"
"2024","1","원주","Zacco platypus","피라미","58"
"2024","2","원주","Acheilognathus lanceolata intermedia","납자루","29"
"2024","2","원주","Acheilognathus yamatsutae","줄납자루","36"
"2024","2","원주","Hemibarbus labeo","누치","3"
"2024","2","원주","Microphysogobio yaluensis","돌마자","3"
"2024","2","원주","Micropterus salmoides","배스","1"
"2024","2","원주","Pseudogobio esocinus","모래무지","5"
"2024","2","원주","Rhinogobius brunneus","밀어","4"
"2024","2","원주","Tridentiger brevispinis","민물검정망둑","4"
"2024","2","원주","Zacco koreanus","참갈겨니","11"
"2024","2","원주","Zacco platypus","피라미","20"
"2024","1","전천-1(횡성)","Odontobutis interrupta","얼록동사리","3"
"2024","1","전천-1(횡성)","Pungtungia herzi","돌고기","7"
"2024","1","전천-1(횡성)","Squalidus gracilis majimae","긴몰개","5"
"2024","1","전천-1(횡성)","Zacco koreanus","참갈겨니","66"
"2024","1","전천-1(횡성)","Zacco platypus","피라미","12"
"2024","2","전천-1(횡성)","Orthrias nudus","대륙종개","1"
"2024","2","전천-1(횡성)","Pseudogobio esocinus","모래무지","2"
"2024","2","전천-1(횡성)","Pungtungia herzi","돌고기","2"
"2024","2","전천-1(횡성)","Zacco koreanus","참갈겨니","76"
"2024","2","전천-1(횡성)","Zacco platypus","피라미","31"
"2024","1","생운천","Microphysogobio yaluensis","돌마자","3"
"2024","1","생운천","Pseudogobio esocinus","모래무지","1"
"2024","1","생운천","Pungtungia herzi","돌고기","9"
"2024","1","생운천","Rhynchocypris oxycephalus","버들치","8"
"2024","1","생운천","Zacco koreanus","참갈겨니","43"
"2024","1","생운천","Zacco platypus","피라미","15"
"2024","2","생운천","Microphysogobio yaluensis","돌마자","18"
"2024","2","생운천","Pseudogobio esocinus","모래무지","9"
"2024","2","생운천","Pungtungia herzi","돌고기","6"
"2024","2","생운천","Rhinogobius brunneus","밀어","2"
"2024","2","생운천","Rhodeus pseudosericeus","한강납줄개","3"
"2024","2","생운천","Rhynchocypris oxycephalus","버들치","1"
"2024","2","생운천","Zacco koreanus","참갈겨니","81"
"2024","2","생운천","Zacco platypus","피라미","23"
"2024","1","화천(원주)","Misgurnus mizolepis","미꾸라지","1"
"2024","1","화천(원주)","Odontobutis interrupta","얼록동사리","1"
"2024","1","화천(원주)","Orthrias nudus","대륙종개","5"
"2024","1","화천(원주)","Pseudorasbora parva","참붕어","3"
"2024","1","화천(원주)","Rhynchocypris oxycephalus","버들치","16"
"2024","1","화천(원주)","Squalidus chankaensis tsuchigae","참몰개","1"
"2024","1","화천(원주)","Zacco koreanus","참갈겨니","75"
"2024","1","화천(원주)","Zacco platypus","피라미","46"
"2024","2","화천(원주)","Iksookimia koreensis","참종개","1"
"2024","2","화천(원주)","Orthrias nudus","대륙종개","5"
"2024","2","화천(원주)","Pseudogobio esocinus","모래무지","9"
"2024","2","화천(원주)","Pungtungia herzi","돌고기","4"
"2024","2","화천(원주)","Rhinogobius brunneus","밀어","1"
"2024","2","화천(원주)","Rhynchocypris oxycephalus","버들치","17"
"2024","2","화천(원주)","Zacco koreanus","참갈겨니","30"
"2024","2","화천(원주)","Zacco platypus","피라미","18"
"2024","1","계정천(양평)","Coreoleuciscus splendidus","쉬리","3"
"2024","1","계정천(양평)","Odontobutis platycephala","동사리","1"
"2024","1","계정천(양평)","Orthrias nudus","대륙종개","8"
