조사년도,조사회차,PTNM,학명,국명,개체밀도
2024,2,지석천5,Limnodrilus gotoi,실지렁이,12
2024,2,지석천5,Limnoperna fortunei,민물담치,30
2024,2,지석천5,Macrostemum radiatum,큰줄날도래,8
2024,2,지석천5,Serratella setigera,범꼬리하루살이,193
2024,2,지석천5,Teloganopsis punctisetae,등줄하루살이,37
2024,1,고막원천-1,Asellus sp.,물벌레류(연갑강),78
2024,1,고막원천-1,Baetis fuscatus,개똥하루살이,234
2024,1,고막원천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),30
2024,1,고막원천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),156
2024,1,고막원천-1,Corbicula (Corbiculina) fluminea,재첩,4
2024,1,고막원천-1,Dugesia sp.,플라나리아류,63
2024,1,고막원천-1,Hirudo nipponia,참거머리,12
2024,1,고막원천-1,Limnodrilus gotoi,실지렁이,41
2024,1,고막원천-1,Neocaridina denticulata denticulata,새뱅이,8
2024,1,고막원천-1,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,19
2024,2,고막원천-1,Alboglossiphonia lata,조개넙적거머리,4
2024,2,고막원천-1,Baetis fuscatus,개똥하루살이,37
2024,2,고막원천-1,Cheumatopsyche brevilineata,꼬마줄날도래,45
2024,2,고막원천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),120
2024,2,고막원천-1,Corbicula (Corbiculina) fluminea,재첩,12
2024,2,고막원천-1,Hirudo nipponia,참거머리,12
2024,2,고막원천-1,Limnodrilus gotoi,실지렁이,37
2024,2,고막원천-1,Mataeopsephus japonicus,물삿갓벌레,78
2024,2,고막원천-1,Semisulcospira forticosta,주름다슬기,8
2024,1,삼서천,Asellus sp.,물벌레류(연갑강),8
2024,1,삼서천,Baetis fuscatus,개똥하루살이,267
2024,1,삼서천,Chironomidae spp. (red type),깔따구류 spp.(red type),15
2024,1,삼서천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),156
2024,1,삼서천,Corbicula (Corbiculina) fluminea,재첩,12
2024,1,삼서천,Dugesia sp.,플라나리아류,19
2024,1,삼서천,Hirudo nipponia,참거머리,23
2024,1,삼서천,Labiobaetis atrebatinus,입술하루살이,12
2024,1,삼서천,Limnodrilus gotoi,실지렁이,45
2024,1,삼서천,Neocaridina denticulata denticulata,새뱅이,4
2024,1,삼서천,Nigrobaetis bacillus,깜장하루살이,8
2024,1,삼서천,Physa acuta,왼돌이물달팽이,19
2024,1,삼서천,Radix auricularia,물달팽이,4
2024,1,삼서천,Sinotaia quadrata,강우렁이,4
2024,1,삼서천,Stenothyra glabrata,둥근입기수우렁이,4
2024,2,삼서천,Calopteryx japonica,물잠자리,4
2024,2,삼서천,Chironomidae spp. (red type),깔따구류 spp.(red type),30
2024,2,삼서천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),100
2024,2,삼서천,Cloeon dipterum,연못하루살이,23
2024,2,삼서천,Corbicula (Corbiculina) fluminea,재첩,12
2024,2,삼서천,Enochrus (Holcophilydrus) simulans,애넓적물땡땡이,4
2024,2,삼서천,Hirudo nipponia,참거머리,8
2024,2,삼서천,Ischnura asiatica,아시아실잠자리,19
2024,2,삼서천,Limnodrilus gotoi,실지렁이,34
2024,2,삼서천,Neocaridina denticulata denticulata,새뱅이,15
2024,2,삼서천,Orthetrum albistylum,밀잠자리,4
2024,2,삼서천,Pomacea canaliculata,왕우렁이,41
2024,2,삼서천,Radix auricularia,물달팽이,15
2024,2,삼서천,Sinotaia quadrata,강우렁이,119
2024,2,삼서천,Stenothyra glabrata,둥근입기수우렁이,26
2024,1,고막원천1-2,Asellus sp.,물벌레류(연갑강),60
2024,1,고막원천1-2,Baetis fuscatus,개똥하루살이,252
2024,1,고막원천1-2,Cheumatopsyche brevilineata,꼬마줄날도래,45
2024,1,고막원천1-2,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,1,고막원천1-2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),134
2024,1,고막원천1-2,Corbicula (Corbiculina) fluminea,재첩,12
2024,1,고막원천1-2,Ecdyonurus joernensis,꼬리치레하루살이,4
2024,1,고막원천1-2,Ecdyonurus levis,네점하루살이,8
2024,1,고막원천1-2,Ephemera orientalis,동양하루살이,4
2024,1,고막원천1-2,Hirudo nipponia,참거머리,4
2024,1,고막원천1-2,Limnodrilus gotoi,실지렁이,19
2024,1,고막원천1-2,Physa acuta,왼돌이물달팽이,8
2024,1,고막원천1-2,Pomacea canaliculata,왕우렁이,4
2024,1,고막원천1-2,Tipula KUa,각다귀 KUa,8
2024,2,고막원천1-2,Baetis fuscatus,개똥하루살이,108
2024,2,고막원천1-2,Cheumatopsyche brevilineata,꼬마줄날도래,30
2024,2,고막원천1-2,Chironomidae spp. (red type),깔따구류 spp.(red type),23
2024,2,고막원천1-2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),126
2024,2,고막원천1-2,Hirudo nipponia,참거머리,12
2024,2,고막원천1-2,Limnodrilus gotoi,실지렁이,60
2024,2,고막원천1-2,Pomacea canaliculata,왕우렁이,8
2024,1,해보천1,Baetis fuscatus,개똥하루살이,12
2024,1,해보천1,Chironomidae spp. (red type),깔따구류 spp.(red type),15
2024,1,해보천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),74
2024,1,해보천1,Limnodrilus gotoi,실지렁이,52
2024,1,해보천1,Physa acuta,왼돌이물달팽이,8
2024,1,해보천1,Radix auricularia,물달팽이,4
2024,2,해보천1,Baetis fuscatus,개똥하루살이,200
2024,2,해보천1,Cheumatopsyche brevilineata,꼬마줄날도래,171
2024,2,해보천1,Chironomidae spp. (red type),깔따구류 spp.(red type),45
2024,2,해보천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),297
2024,2,해보천1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,119
2024,2,해보천1,Ecdyonurus levis,네점하루살이,82
2024,2,해보천1,Ephemera orientalis,동양하루살이,19
2024,2,해보천1,Eubrianax ramicornis,둥근물삿갓벌레,8
2024,2,해보천1,Hydropsyche kozhantschikovi,줄날도래,86
2024,2,해보천1,Limnodrilus gotoi,실지렁이,60
2024,2,해보천1,Physa acuta,왼돌이물달팽이,78
2024,2,해보천1,Pomacea canaliculata,왕우렁이,60
2024,2,해보천1,Radix auricularia,물달팽이,415
2024,1,해보천2,Asellus sp.,물벌레류(연갑강),15
2024,1,해보천2,Baetis fuscatus,개똥하루살이,8
2024,1,해보천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),97
2024,1,해보천2,Ephemera orientalis,동양하루살이,4
2024,1,해보천2,Limnodrilus gotoi,실지렁이,67
2024,1,해보천2,Radix auricularia,물달팽이,4
2024,1,해보천2,Sinotaia quadrata,강우렁이,4
2024,1,해보천2,Tipula KUa,각다귀 KUa,4
2024,2,해보천2,Baetis fuscatus,개똥하루살이,341
2024,2,해보천2,Caenis sp.,등딱지하루살이류,23
2024,2,해보천2,Cheumatopsyche brevilineata,꼬마줄날도래,174
2024,2,해보천2,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),126
2024,2,해보천2,Choroterpes (Euthraulus) altioculus,세갈래하루살이,163
2024,2,해보천2,Corbicula (Corbiculina) fluminea,재첩,26
2024,2,해보천2,Dugesia sp.,플라나리아류,108
2024,2,해보천2,Ecdyonurus levis,네점하루살이,141
2024,2,해보천2,Goera sp.,가시날도래류,8
2024,2,해보천2,Hirudo nipponia,참거머리,30
2024,2,해보천2,Hydropsyche kozhantschikovi,줄날도래,71
2024,2,해보천2,Hydropsyche valvata,흰점줄날도래,26
2024,2,해보천2,Limnodrilus gotoi,실지렁이,52
2024,2,해보천2,Malacopsephenoides japonicus,개울물삿갓벌레,15
2024,2,해보천2,Mataeopsephus japonicus,물삿갓벌레,34
2024,2,해보천2,Physa acuta,왼돌이물달팽이,4
2024,2,해보천2,Pomacea canaliculata,왕우렁이,8
2024,2,해보천2,Radix auricularia,물달팽이,8
2024,2,해보천2,Semisulcospira forticosta,주름다슬기,60
2024,2,해보천2,Semisulcospira libertina,다슬기,12
2024,2,해보천2,Sinotaia quadrata,강우렁이,19
2024,2,해보천2,Teloganopsis punctisetae,등줄하루살이,252
2024,2,해보천2,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,4
2024,1,고막원천2-1,Baetis fuscatus,개똥하루살이,149
2024,1,고막원천2-1,Cheumatopsyche brevilineata,꼬마줄날도래,19
2024,1,고막원천2-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),104
2024,1,고막원천2-1,Corbicula (Corbiculina) fluminea,재첩,12
2024,1,고막원천2-1,Dugesia sp.,플라나리아류,12
2024,1,고막원천2-1,Ephemera orientalis,동양하루살이,8
2024,1,고막원천2-1,Limnodrilus gotoi,실지렁이,23
2024,1,고막원천2-1,Neocaridina denticulata denticulata,새뱅이,4
2024,1,고막원천2-1,Semisulcospira forticosta,주름다슬기,8
2024,1,고막원천2-1,Sinotaia quadrata,강우렁이,4
2024,2,고막원천2-1,Baetis fuscatus,개똥하루살이,137
2024,2,고막원천2-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),189
2024,2,고막원천2-1,Corbicula (Corbiculina) fluminea,재첩,8
2024,2,고막원천2-1,Dugesia sp.,플라나리아류,30
2024,2,고막원천2-1,Limnodrilus gotoi,실지렁이,41
2024,2,고막원천2-1,Teloganopsis punctisetae,등줄하루살이,45
2024,2,고막원천2-1,Unio douglasiae,말조개,4
2024,1,평능천,Asellus sp.,물벌레류(연갑강),12
2024,1,평능천,Baetis fuscatus,개똥하루살이,19
2024,1,평능천,Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,1,평능천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),100
2024,1,평능천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,115
2024,1,평능천,Corbicula (Corbiculina) fluminea,재첩,4
2024,1,평능천,Dugesia sp.,플라나리아류,19
2024,1,평능천,Ecdyonurus levis,네점하루살이,460
2024,1,평능천,Ephemera orientalis,동양하루살이,12
2024,1,평능천,Homoeogenus coreanicum,가시삿갓벌레,4
2024,1,평능천,Limnodrilus gotoi,실지렁이,215
2024,1,평능천,Neocaridina denticulata denticulata,새뱅이,4
2024,1,평능천,Semisulcospira forticosta,주름다슬기,8
2024,1,평능천,Sinotaia quadrata,강우렁이,4
2024,2,평능천,Apatania KUb,애우묵날도래 KUb,4
2024,2,평능천,Asellus sp.,물벌레류(연갑강),134
2024,2,평능천,Baetis fuscatus,개똥하루살이,156
2024,2,평능천,Caenis sp.,등딱지하루살이류,19
2024,2,평능천,Cheumatopsyche brevilineata,꼬마줄날도래,23
2024,2,평능천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),223
2024,2,평능천,Choroterpes (Euthraulus) altioculus,세갈래하루살이,219
2024,2,평능천,Corbicula (Corbiculina) fluminea,재첩,15
2024,2,평능천,Dugesia sp.,플라나리아류,100
2024,2,평능천,Ecdyonurus kibunensis,두점하루살이,45
2024,2,평능천,Ecdyonurus levis,네점하루살이,274
2024,2,평능천,Ephemera orientalis,동양하루살이,26
2024,2,평능천,Glossiphonia complanata,갈색넙적거머리,19
2024,2,평능천,Goera sp.,가시날도래류,19
2024,2,평능천,Hirudo nipponia,참거머리,12
2024,2,평능천,Limnodrilus gotoi,실지렁이,71
2024,2,평능천,Neocaridina denticulata denticulata,새뱅이,4
2024,2,평능천,Neochauliodes formosanus,얼룩뱀잠자리,8
2024,2,평능천,Nothopsyche KUa,갈색우묵날도래 KUa,8
2024,2,평능천,Pomacea canaliculata,왕우렁이,86
2024,2,평능천,Semisulcospira forticosta,주름다슬기,145
2024,2,평능천,Semisulcospira libertina,다슬기,30
2024,2,평능천,Sinotaia quadrata,강우렁이,41
2024,2,평능천,Teloganopsis punctisetae,등줄하루살이,63
2024,2,평능천,Trigomphus citimus,가시측범잠자리,4
2024,2,평능천,Unio douglasiae,말조개,4
2024,1,안국천,Asellus sp.,물벌레류(연갑강),26
2024,1,안국천,Chironomidae spp. (red type),깔따구류 spp.(red type),41
2024,1,안국천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),30
2024,1,안국천,Hirudo nipponia,참거머리,8
2024,1,안국천,Ischnura asiatica,아시아실잠자리,8
2024,1,안국천,Limnodrilus gotoi,실지렁이,12
2024,2,안국천,Asellus sp.,물벌레류(연갑강),89
2024,2,안국천,Baetis fuscatus,개똥하루살이,189
2024,2,안국천,Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,2,안국천,Chironomidae spp. (red type),깔따구류 spp.(red type),49
2024,2,안국천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),237
2024,2,안국천,Limnodrilus gotoi,실지렁이,67
2024,2,안국천,Oxyloma hirasei,뾰족쨈물우렁이,4
2024,2,안국천,Physa acuta,왼돌이물달팽이,8
2024,2,안국천,Pomacea canaliculata,왕우렁이,49
2024,2,안국천,Semisulcospira forticosta,주름다슬기,52
2024,2,안국천,Semisulcospira gottschei,곳체다슬기,12
2024,2,안국천,Sinotaia quadrata,강우렁이,126
2024,1,고막원천4,Asellus sp.,물벌레류(연갑강),15
2024,1,고막원천4,Ischnura asiatica,아시아실잠자리,8
2024,1,고막원천4,Neocaridina denticulata denticulata,새뱅이,4
2024,1,고막원천4,Physa acuta,왼돌이물달팽이,4
2024,2,고막원천4,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),19
2024,2,고막원천4,Limnodrilus gotoi,실지렁이,15
2024,2,고막원천4,Micronecta (Basileonecta) sedula,꼬마물벌레,86
2024,2,고막원천4,Physa acuta,왼돌이물달팽이,4
2024,1,함평천-1,Asellus sp.,물벌레류(연갑강),230
2024,1,함평천-1,Baetis fuscatus,개똥하루살이,104
2024,1,함평천-1,Calopteryx japonica,물잠자리,4
2024,1,함평천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),115
2024,1,함평천-1,Choroterpes (Euthraulus) altioculus,세갈래하루살이,167
2024,1,함평천-1,Corbicula (Corbiculina) fluminea,재첩,19
2024,1,함평천-1,Dugesia sp.,플라나리아류,78
2024,1,함평천-1,Ephemera orientalis,동양하루살이,8
2024,1,함평천-1,Limnodrilus gotoi,실지렁이,52
2024,1,함평천-1,Radix auricularia,물달팽이,8
2024,1,함평천-1,Sinotaia quadrata,강우렁이,15
2024,1,함평천-1,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,12
2024,1,함평천-1,Unio douglasiae,말조개,4
2024,2,함평천-1,Asellus sp.,물벌레류(연갑강),119
2024,2,함평천-1,Baetis fuscatus,개똥하루살이,230
2024,2,함평천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),8
2024,2,함평천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),335
2024,2,함평천-1,Corbicula (Corbiculina) fluminea,재첩,30
2024,2,함평천-1,Dugesia sp.,플라나리아류,41
2024,2,함평천-1,Ephemera orientalis,동양하루살이,49
2024,2,함평천-1,Hirudo nipponia,참거머리,19
2024,2,함평천-1,Limnodrilus gotoi,실지렁이,89
2024,2,함평천-1,Orthetrum albistylum,밀잠자리,4
2024,2,함평천-1,Pomacea canaliculata,왕우렁이,4
2024,2,함평천-1,Sinotaia quadrata,강우렁이,19
2024,1,학교천,Appasus japonicus,물자라,4
2024,1,학교천,Chironomidae spp. (red type),깔따구류 spp.(red type),23
2024,1,학교천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),19
2024,1,학교천,Ischnura asiatica,아시아실잠자리,26
2024,1,학교천,Limnodrilus gotoi,실지렁이,8
2024,1,학교천,Micronecta (Basileonecta) sedula,꼬마물벌레,37
2024,1,학교천,Neocaridina denticulata denticulata,새뱅이,19
2024,1,학교천,Paracercion calamorum,등검은실잠자리,8
2024,2,학교천,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,2,학교천,Ischnura asiatica,아시아실잠자리,15
2024,2,학교천,Neocaridina denticulata denticulata,새뱅이,4
2024,2,학교천,Oxyloma hirasei,뾰족쨈물우렁이,4
2024,2,학교천,Physa acuta,왼돌이물달팽이,8
2024,2,학교천,Sigara (Tropocorixa) substriata,방물벌레,4
2024,1,무안천1,Asellus sp.,물벌레류(연갑강),52
2024,1,무안천1,Baetis fuscatus,개똥하루살이,215
2024,1,무안천1,Cheumatopsyche brevilineata,꼬마줄날도래,12
2024,1,무안천1,Chironomidae spp. (red type),깔따구류 spp.(red type),30
2024,1,무안천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),289
2024,1,무안천1,Hirudo nipponia,참거머리,8
2024,1,무안천1,Limnodrilus gotoi,실지렁이,34
2024,1,무안천1,Radix auricularia,물달팽이,12
2024,1,무안천1,Teloganopsis punctisetae,등줄하루살이,15
2024,2,무안천1,Asellus sp.,물벌레류(연갑강),19
2024,2,무안천1,Baetis fuscatus,개똥하루살이,119
2024,2,무안천1,Cheumatopsyche brevilineata,꼬마줄날도래,8
2024,2,무안천1,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,2,무안천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),178
2024,2,무안천1,Corbicula (Corbiculina) fluminea,재첩,8
2024,2,무안천1,Dugesia sp.,플라나리아류,8
2024,2,무안천1,Hirudo nipponia,참거머리,15
2024,2,무안천1,Limnodrilus gotoi,실지렁이,49
2024,2,무안천1,Radix auricularia,물달팽이,4
2024,1,대치천(무안),Chironomidae spp. (red type),깔따구류 spp.(red type),41
2024,1,대치천(무안),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),100
2024,1,대치천(무안),Cloeon dipterum,연못하루살이,26
2024,1,대치천(무안),Limnodrilus gotoi,실지렁이,15
2024,1,대치천(무안),Paracercion calamorum,등검은실잠자리,4
2024,1,대치천(무안),Physa acuta,왼돌이물달팽이,8
2024,1,대치천(무안),Sigara (Tropocorixa) substriata,방물벌레,4
2024,2,대치천(무안),Asellus sp.,물벌레류(연갑강),26
2024,2,대치천(무안),Chironomidae spp. (red type),깔따구류 spp.(red type),19
2024,2,대치천(무안),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),78
2024,2,대치천(무안),Hirudo nipponia,참거머리,4
2024,2,대치천(무안),Limnodrilus gotoi,실지렁이,52
2024,2,대치천(무안),Micronecta (Basileonecta) sedula,꼬마물벌레,30
2024,2,대치천(무안),Orthetrum albistylum,밀잠자리,4
2024,2,대치천(무안),Palaemon paucidens,줄새우,4
2024,2,대치천(무안),Physa acuta,왼돌이물달팽이,8
2024,2,대치천(무안),Pomacea canaliculata,왕우렁이,4
2024,2,대치천(무안),Radix auricularia,물달팽이,23
2024,2,대치천(무안),Semisulcospira forticosta,주름다슬기,15
2024,2,대치천(무안),Sinotaia quadrata,강우렁이,12
2024,1,무안1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),23
2024,1,무안1,Ischnura asiatica,아시아실잠자리,4
2024,1,무안1,Micronecta (Basileonecta) sedula,꼬마물벌레,49
2024,2,무안1,Anopheles sp.,얼룩날개모기류,52
2024,2,무안1,Chironomidae spp. (red type),깔따구류 spp.(red type),34
2024,2,무안1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),63
2024,2,무안1,Cloeon dipterum,연못하루살이,34
2024,2,무안1,Galerucella (Galerucella) KUa,딸기잎벌레 KUa,30
2024,2,무안1,Limnodrilus gotoi,실지렁이,52
2024,2,무안1,Micronecta (Basileonecta) sedula,꼬마물벌레,674
2024,2,무안1,Paracercion calamorum,등검은실잠자리,23
2024,1,삼포천-1,Asellus sp.,물벌레류(연갑강),49
2024,1,삼포천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),74
2024,1,삼포천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),34
2024,1,삼포천-1,Hippeutis cantori,수정또아리물달팽이,4
2024,1,삼포천-1,Limnodrilus gotoi,실지렁이,30
2024,1,삼포천-1,Physa acuta,왼돌이물달팽이,12
2024,2,삼포천-1,Asellus sp.,물벌레류(연갑강),26
2024,2,삼포천-1,Berosus (Enoplurus) lewisius,뒷가시물땡땡이,4
2024,2,삼포천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),63
2024,2,삼포천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),15
2024,2,삼포천-1,Ischnura asiatica,아시아실잠자리,12
2024,2,삼포천-1,Limnodrilus gotoi,실지렁이,19
2024,2,삼포천-1,Oxyloma hirasei,뾰족쨈물우렁이,4
2024,2,삼포천-1,Physa acuta,왼돌이물달팽이,8
2024,2,삼포천-1,Pomacea canaliculata,왕우렁이,15
2024,2,삼포천-1,Sternolophus (Sternologphus) rufipes,애물땡땡이,4
2024,1,금곡천(나주),Asellus sp.,물벌레류(연갑강),63
2024,1,금곡천(나주),Baetis fuscatus,개똥하루살이,89
2024,1,금곡천(나주),Chironomidae spp. (red type),깔따구류 spp.(red type),34
2024,1,금곡천(나주),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),78
2024,1,금곡천(나주),Corbicula (Corbiculina) fluminea,재첩,4
2024,1,금곡천(나주),Limnodrilus gotoi,실지렁이,26
2024,1,금곡천(나주),Orthetrum albistylum,밀잠자리,4
2024,1,금곡천(나주),Physa acuta,왼돌이물달팽이,8
2024,1,금곡천(나주),Sigara (Tropocorixa) substriata,방물벌레,4
2024,2,금곡천(나주),Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,2,금곡천(나주),Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),34
2024,2,금곡천(나주),Corbicula (Corbiculina) fluminea,재첩,4
2024,2,금곡천(나주),Dixidae sp.,별모기류,26
2024,2,금곡천(나주),Limnodrilus gotoi,실지렁이,23
2024,2,금곡천(나주),Pomacea canaliculata,왕우렁이,15
2024,2,금곡천(나주),Radix auricularia,물달팽이,4
2024,2,금곡천(나주),Rhantus (Rhantus) suturalis,애기물방개,4
2024,2,금곡천(나주),Sinotaia quadrata,강우렁이,45
2024,1,성남천,Asellus sp.,물벌레류(연갑강),8
2024,1,성남천,Chironomidae spp. (red type),깔따구류 spp.(red type),23
2024,1,성남천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),52
2024,1,성남천,Cloeon dipterum,연못하루살이,12
2024,1,성남천,Ischnura asiatica,아시아실잠자리,4
2024,1,성남천,Limnodrilus gotoi,실지렁이,34
2024,1,성남천,Oxyloma hirasei,뾰족쨈물우렁이,4
2024,1,성남천,Physa acuta,왼돌이물달팽이,15
2024,2,성남천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),8
2024,2,성남천,Limnodrilus gotoi,실지렁이,12
2024,2,성남천,Pomacea canaliculata,왕우렁이,8
2024,2,성남천,Radix auricularia,물달팽이,4
2024,2,성남천,Sinotaia quadrata,강우렁이,19
2024,1,영암천-1,Asellus sp.,물벌레류(연갑강),52
2024,1,영암천-1,Baetis fuscatus,개똥하루살이,645
2024,1,영암천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),67
2024,1,영암천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),312
2024,1,영암천-1,Corbicula (Corbiculina) fluminea,재첩,4
2024,1,영암천-1,Dugesia sp.,플라나리아류,8
2024,1,영암천-1,Hirudo nipponia,참거머리,30
2024,1,영암천-1,Limnodrilus gotoi,실지렁이,26
2024,1,영암천-1,Physa acuta,왼돌이물달팽이,15
2024,1,영암천-1,Semisulcospira forticosta,주름다슬기,4
2024,2,영암천-1,Asellus sp.,물벌레류(연갑강),30
2024,2,영암천-1,Baetis fuscatus,개똥하루살이,197
2024,2,영암천-1,Branchiura sowerbyi,아가미지렁이,4
2024,2,영암천-1,Chironomidae spp. (red type),깔따구류 spp.(red type),34
2024,2,영암천-1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),134
2024,2,영암천-1,Hirudo nipponia,참거머리,45
2024,2,영암천-1,Limnodrilus gotoi,실지렁이,97
2024,2,영암천-1,Orthetrum albistylum,밀잠자리,8
2024,2,영암천-1,Pomacea canaliculata,왕우렁이,4
2024,2,영암천-1,Sinotaia quadrata,강우렁이,12
2024,1,회문천,Baetis fuscatus,개똥하루살이,174
2024,1,회문천,Cheumatopsyche brevilineata,꼬마줄날도래,23
2024,1,회문천,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,1,회문천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),215
2024,1,회문천,Cloeon dipterum,연못하루살이,4
2024,1,회문천,Corbicula (Corbiculina) fluminea,재첩,8
2024,1,회문천,Dugesia sp.,플라나리아류,15
2024,1,회문천,Ephemera orientalis,동양하루살이,30
2024,1,회문천,Hirudo nipponia,참거머리,8
2024,1,회문천,Limnodrilus gotoi,실지렁이,104
2024,1,회문천,Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀,49
2024,2,회문천,Baetis fuscatus,개똥하루살이,134
2024,2,회문천,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,2,회문천,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),104
2024,2,회문천,Limnodrilus gotoi,실지렁이,26
2024,2,회문천,Orthetrum albistylum,밀잠자리,4
2024,2,회문천,Radix auricularia,물달팽이,4
2024,1,영암천1,Chironomidae spp. (red type),깔따구류 spp.(red type),12
2024,1,영암천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),19
2024,1,영암천1,Ischnura asiatica,아시아실잠자리,8
2024,1,영암천1,Micronecta (Basileonecta) sedula,꼬마물벌레,52
2024,1,영암천1,Oxyloma hirasei,뾰족쨈물우렁이,4
2024,1,영암천1,Physa acuta,왼돌이물달팽이,12
2024,2,영암천1,Appasus japonicus,물자라,8
2024,2,영암천1,Chironomidae spp. (red type),깔따구류 spp.(red type),19
2024,2,영암천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),23
2024,2,영암천1,Cloeon dipterum,연못하루살이,12
2024,2,영암천1,Ischnura asiatica,아시아실잠자리,30
2024,2,영암천1,Micronecta (Basileonecta) sedula,꼬마물벌레,108
2024,1,영암천1-1,Deielia phaon,밀잠자리붙이,4
2024,1,영암천1-1,Gnorimosphaeroma sp.,잔벌레류,108
2024,1,영암천1-1,Macrobrachium nipponense,징거미새우,12
2024,1,영암천1-1,Polypylis hemisphaerula,배꼽또아리물달팽이,4
2024,2,영암천1-1,Chironomidae spp. (red type),깔따구류 spp.(red type),34
2024,2,영암천1-1,Deielia phaon,밀잠자리붙이,4
2024,2,영암천1-1,Dixidae sp.,별모기류,63
2024,2,영암천1-1,Enochrus (Holcophilydrus) simulans,애넓적물땡땡이,15
2024,2,영암천1-1,Ischnura asiatica,아시아실잠자리,52
2024,2,영암천1-1,Palaemon modestus,각시흰새우,8
2024,2,영암천1-1,Paracercion calamorum,등검은실잠자리,12
2024,2,영암천1-1,Parafossarulus manchouricus,쇠우렁이,4
2024,2,영암천1-1,Pomacea canaliculata,왕우렁이,8
2024,2,영암천1-1,Radix auricularia,물달팽이,19
2024,2,영암천1-1,Ranatra unicolor,방게아재비,4
2024,1,학산천1,Asellus sp.,물벌레류(연갑강),26
2024,1,학산천1,Baetis fuscatus,개똥하루살이,63
2024,1,학산천1,Chironomidae spp.(non-red type),깔따구류 spp.(red type 아닌 것),100
2024,1,학산천1,Corbicula (Corbiculina) fluminea,재첩,45
2024,1,학산천1,Ecdyonurus levis,네점하루살이,115
2024,1,학산천1,Ephemera orientalis,동양하루살이,156
2024,1,학산천1,Goera sp.,가시날도래류,15
